cellBC	JAK1wtTXcnt	JAK1mutTXcnt
bcAPQE	0	0
bcAPST	0	0
bcAQDU	0	0
bcAQDX	0	0
bcAQFZ	27	0
bcAQOC	0	0
bcAQPG	20	0
bcAQRT	0	0
bcAQVA	2	0
bcAQWB	0	0
bcAQWV	0	0
bcARAH	0	0
bcARER	0	0
bcARJM	0	0
bcAROQ	0	0
bcARQI	0	0
bcARQU	0	0
bcARRN	0	0
bcARXJ	0	0
bcARYF	6	0
bcASAD	0	0
bcASAZ	0	0
bcASFI	2	0
bcASFY	0	0
bcASJN	0	0
bcASMG	2	0
bcASMR	0	0
bcASPM	0	0
bcASZC	0	0
bcATDN	9	0
bcATDX	63	0
bcATJD	6	0
bcATJR	0	0
bcATNJ	14	0
bcATOH	0	0
bcATOK	0	0
bcATPJ	0	0
bcATPP	11	0
bcATYN	0	0
bcATZB	0	0
bcAUEH	17	0
bcAUFH	1	0
bcAUGT	21	0
bcAUHD	9	0
bcAUHJ	25	0
bcAUKU	0	0
bcAUOJ	0	0
bcAUSF	4	0
bcAUVR	0	0
bcAUZA	14	0
bcAUZP	14	0
bcAVAB	0	0
bcAVAW	20	0
bcAVAZ	0	0
bcAVBC	0	0
bcAVCI	0	0
bcAVDF	0	0
bcAVEB	13	0
bcAVGQ	17	0
bcAVRQ	1	0
bcAVWL	0	0
bcAVWV	0	0
bcAVYU	20	0
bcAWAW	0	0
bcAWBK	15	0
bcAWEB	5	0
bcAWEM	0	0
bcAWEY	0	0
bcAWGP	0	0
bcAWRI	1	0
bcAWSU	1	0
bcAWSX	1	0
bcAXEF	12	0
bcAXLW	33	0
bcAXRU	0	0
bcAXTN	0	0
bcAXWY	0	0
bcAXYE	0	0
bcAXYT	0	0
bcAXZA	1	0
bcAYCJ	0	0
bcAYGC	0	0
bcAYIX	0	0
bcAYKB	8	0
bcAYLB	0	0
bcAYLJ	1	0
bcAYLS	0	0
bcAYMO	2	0
bcAYOX	16	0
bcAYVX	27	0
bcAYWJ	10	0
bcAYZZ	0	0
bcAZAD	0	0
bcAZAL	0	0
bcAZAM	0	0
bcAZBJ	0	0
bcAZCD	0	0
bcAZCQ	7	0
bcAZDI	0	0
bcAZDS	1	0
bcAZFZ	0	0
bcAZKB	0	0
bcAZKM	4	0
bcAZQG	0	0
bcAZUE	0	0
bcAZWX	18	0
bcBACM	0	0
bcBADB	11	0
bcBADO	0	0
bcBAEA	3	0
bcBAGP	0	0
bcBAGY	10	0
bcBAKB	0	0
bcBAMZ	0	0
bcBANG	0	0
bcBARF	1	0
bcBAWB	0	0
bcBAWJ	1	0
bcBAXI	0	0
bcBBHW	0	0
bcBBJL	5	0
bcBBJT	1	0
bcBBLJ	17	0
bcBBQL	3	0
bcBBRG	0	0
bcBBRO	0	0
bcBBWL	1	0
bcBBXE	31	0
bcBBXL	0	0
bcBBYI	0	0
bcBBZL	0	0
bcBCLB	3	0
bcBCMD	0	0
bcBCPE	7	0
bcBCPM	39	0
bcBCQS	0	0
bcBCUZ	0	0
bcBCZJ	2	0
bcBDAQ	2	0
bcBDTL	20	0
bcBDUB	1	0
bcBDUU	0	0
bcBDWG	20	0
bcBDYA	16	0
bcBDYL	2	0
bcBDZS	20	0
bcBECI	0	0
bcBECV	0	0
bcBEJL	12	0
bcBEQU	13	0
bcBEXU	24	0
bcBFDR	0	0
bcBFJI	0	0
bcBFJS	0	0
bcBFPC	0	0
bcBFPV	0	0
bcBFVM	0	0
bcBFVR	0	0
bcBFWA	1	0
bcBFWX	17	0
bcBFZC	0	0
bcBFZV	11	0
bcBGAJ	5	0
bcBGAR	20	0
bcBGBC	0	0
bcBGGR	0	0
bcBGKH	0	0
bcBGLH	37	0
bcBGSB	24	0
bcBGXF	25	0
bcBGYJ	2	0
bcBGYS	25	0
bcBGYT	0	0
bcBHAG	0	0
bcBHCD	0	0
bcBHDX	17	0
bcBHEU	0	0
bcBHIM	0	0
bcBHJB	23	0
bcBHKE	0	0
bcBHLE	0	0
bcBHOA	0	0
bcBHOX	15	0
bcBHQY	15	0
bcBHRK	0	0
bcBHRV	0	0
bcBHSF	15	0
bcBHUI	0	0
bcBHWH	2	0
bcBICG	0	0
bcBICI	11	0
bcBIEW	0	0
bcBINY	0	0
bcBIQQ	4	0
bcBIRO	1	0
bcBISO	13	0
bcBITX	36	0
bcBIXS	0	0
bcBJAW	0	0
bcBJCB	15	0
bcBJCR	31	0
bcBJDT	0	0
bcBJFZ	0	0
bcBJUU	0	0
bcBJVB	0	0
bcBJVK	30	0
bcBJXF	0	0
bcBJYN	0	0
bcBKAE	0	0
bcBKGM	0	0
bcBKHV	0	0
bcBKJK	0	0
bcBKJV	0	0
bcBKLQ	0	0
bcBKRC	15	0
bcBKZI	27	0
bcBLAF	13	0
bcBLEF	17	0
bcBLFO	0	0
bcBLGY	0	0
bcBLHC	12	0
bcBLKB	1	0
bcBLMZ	3	0
bcBLQY	0	0
bcBLRD	3	0
bcBLSL	1	0
bcBLTB	4	0
bcBLVH	0	0
bcBLWZ	0	0
bcBLYX	29	0
bcBMAW	0	0
bcBMBL	10	0
bcBMCE	0	0
bcBMET	0	0
bcBMIM	0	0
bcBMKC	0	0
bcBMQY	0	0
bcBMVF	3	0
bcBMXA	0	0
bcBNBB	0	0
bcBNFS	0	0
bcBNIH	0	0
bcBNLK	0	0
bcBNOJ	0	0
bcBNPC	0	0
bcBNPO	0	0
bcBNSV	1	0
bcBNUG	25	0
bcBNVI	0	0
bcBNYA	0	0
bcBOCV	0	0
bcBODU	0	0
bcBOIW	0	0
bcBOJF	0	0
bcBOMY	4	0
bcBOSQ	1	0
bcBOSU	17	0
bcBPIA	0	0
bcBPLM	0	0
bcBPLN	0	0
bcBPTY	0	0
bcBPXC	14	0
bcBPXO	0	0
bcBQDO	0	0
bcBQTQ	14	0
bcBQVS	11	0
bcBRDP	3	0
bcBRGG	0	0
bcBRIZ	0	0
bcBRKZ	0	0
bcBRNH	0	0
bcBRPF	0	0
bcBRVC	0	0
bcBRWY	0	0
bcBRZL	13	0
bcBRZR	0	0
bcBSEE	0	0
bcBSIP	0	0
bcBSKJ	0	0
bcBSML	0	0
bcBSNG	3	0
bcBSON	0	0
bcBSSC	0	0
bcBSUZ	0	0
bcBSXJ	0	0
bcBSYA	0	0
bcBTJS	0	0
bcBTMB	15	0
bcBTNV	1	0
bcBTPQ	48	0
bcBTUJ	1	0
bcBTZR	0	0
bcBUFP	0	0
bcBUGD	8	0
bcBUHS	8	0
bcBUIX	14	0
bcBUNH	1	0
bcBURH	15	0
bcBURY	0	0
bcBUSY	0	0
bcBUUF	16	0
bcBUVI	0	0
bcBVBT	8	0
bcBVEL	0	0
bcBVFL	9	0
bcBVHD	0	0
bcBVHL	0	0
bcBVIP	0	0
bcBVKS	0	0
bcBVTF	0	0
bcBVUC	0	0
bcBVXZ	0	0
bcBWIL	18	0
bcBWIZ	19	0
bcBWLZ	13	0
bcBWNA	0	0
bcBWNR	1	0
bcBWOI	1	0
bcBWPT	1	0
bcBWRF	0	0
bcBWWK	0	0
bcBWWL	23	0
bcBWZH	24	0
bcBXAB	0	0
bcBXCS	23	0
bcBXEL	2	0
bcBXLW	9	0
bcBXNX	0	0
bcBXVS	0	0
bcBXXP	0	0
bcBYAA	3	0
bcBYAB	19	0
bcBYGN	11	0
bcBYNS	35	0
bcBYQM	0	0
bcBYSQ	0	0
bcBYTH	12	0
bcBYXM	19	0
bcBYXZ	23	0
bcBYYH	21	0
bcBZAL	0	0
bcBZAO	47	0
bcBZAP	0	0
bcBZBN	8	0
bcBZDG	20	0
bcBZDZ	1	0
bcBZFJ	17	0
bcBZFU	0	0
bcBZFX	8	0
bcBZFZ	32	0
bcBZJA	0	0
bcBZPS	14	0
bcBZQP	0	0
bcBZTF	0	0
bcBZVX	0	0
bcCABE	11	0
bcCADZ	0	0
bcCAGB	10	0
bcCAHA	5	0
bcCAHJ	0	0
bcCAJL	12	0
bcCAOX	1	0
bcCATF	1	0
bcCAYS	2	0
bcCAZV	0	0
bcCBAT	0	0
bcCBBX	0	0
bcCBCY	8	0
bcCBKZ	15	0
bcCBLN	0	0
bcCBOH	20	0
bcCBRB	14	0
bcCCDL	13	0
bcCCEO	0	0
bcCCFK	22	0
bcCCGZ	14	0
bcCCHV	0	0
bcCCST	15	0
bcCCWN	0	0
bcCCXF	27	0
bcCCYB	17	0
bcCCZS	1	0
bcCDHW	5	0
bcCDUG	15	0
bcCDUK	11	0
bcCDUR	0	0
bcCDXI	0	0
bcCEAH	0	0
bcCEHX	0	0
bcCENU	0	0
bcCEQS	0	0
bcCERU	33	0
bcCFDX	0	0
bcCFKI	0	0
bcCFLD	10	0
bcCFRT	0	0
bcCFXE	17	0
bcCGBQ	23	0
bcCGBU	26	0
bcCGBW	0	0
bcCGIS	16	0
bcCGKY	2	0
bcCGMX	1	0
bcCGUD	0	0
bcCGXV	0	0
bcCGZX	18	0
bcCHBG	5	0
bcCHCC	0	0
bcCHHH	23	0
bcCHLV	14	0
bcCHNO	16	0
bcCHOD	0	0
bcCHPF	0	0
bcCHWG	0	0
bcCHXO	0	0
bcCHYO	0	0
bcCIKF	0	0
bcCIMO	0	0
bcCIMP	0	0
bcCINM	17	0
bcCIVQ	0	0
bcCIWA	0	0
bcCIWU	14	0
bcCJAE	17	0
bcCJEQ	1	0
bcCJGA	0	0
bcCJIF	0	0
bcCJIY	19	0
bcCJJS	0	0
bcCJOH	0	0
bcCJSS	0	0
bcCKAJ	26	0
bcCKAQ	0	0
bcCKFP	0	0
bcCKIS	0	0
bcCKQB	0	0
bcCKUW	0	0
bcCKVD	0	0
bcCKVV	22	0
bcCLDO	6	0
bcCLKJ	0	0
bcCLNA	0	0
bcCLNB	4	0
bcCLPC	1	0
bcCLPI	10	0
bcCLTO	0	0
bcCLUD	0	0
bcCLWL	0	0
bcCLYV	0	0
bcCMFA	0	0
bcCMGY	0	0
bcCMJU	11	0
bcCMLE	0	0
bcCMNN	0	0
bcCMZY	1	0
bcCNDM	18	0
bcCNIQ	3	0
bcCNIT	16	0
bcCNIY	1	0
bcCNLG	0	0
bcCNLY	17	0
bcCNME	20	0
bcCNNC	11	0
bcCNNP	0	0
bcCNQV	21	0
bcCNRR	20	0
bcCNUO	1	0
bcCNZE	35	0
bcCOAY	0	0
bcCOGL	0	0
bcCOLC	32	0
bcCOVN	13	0
bcCPOW	0	0
bcCPQN	0	0
bcCPQY	0	0
bcCQEO	0	0
bcCQFF	0	0
bcCQIJ	13	0
bcCQKN	0	0
bcCQKQ	0	0
bcCQRS	0	0
bcCQUR	26	0
bcCQXA	0	0
bcCQZY	1	0
bcCRDD	0	0
bcCRDI	30	0
bcCRFD	0	0
bcCRGS	20	0
bcCRLF	0	0
bcCRNI	32	0
bcCSCW	0	0
bcCSCX	0	0
bcCSLK	0	0
bcCSQI	1	0
bcCSQR	0	0
bcCSRF	0	0
bcCSVY	0	0
bcCSZV	0	0
bcCTFS	0	0
bcCTQT	0	0
bcCTRK	2	0
bcCTSQ	0	0
bcCTVJ	0	0
bcCTWA	0	0
bcCUDU	12	0
bcCUEB	0	0
bcCUIX	6	0
bcCUSO	0	0
bcCUTU	36	0
bcCUUR	0	0
bcCUXF	13	0
bcCVFS	0	0
bcCVGC	15	0
bcCVHY	8	0
bcCVJA	0	0
bcCVKN	0	0
bcCVKT	7	0
bcCVNM	0	0
bcCVRC	0	0
bcCVWE	1	0
bcCVXB	0	0
bcCVYD	0	0
bcCWKX	7	0
bcCWLK	0	0
bcCWMD	0	0
bcCWVM	0	0
bcCWVZ	0	0
bcCWWU	14	0
bcCWZV	51	0
bcCXCB	6	0
bcCXCP	12	0
bcCXCS	3	0
bcCXFU	3	0
bcCXJK	1	0
bcCXKS	0	0
bcCXLM	0	0
bcCXOO	0	0
bcCXQH	16	0
bcCXTY	0	0
bcCXYP	43	0
bcCYFP	0	0
bcCYGA	0	0
bcCYOL	12	0
bcCZHF	0	0
bcCZKP	0	0
bcCZLN	20	0
bcCZMA	23	0
bcCZOK	28	0
bcCZOQ	19	0
bcCZPL	0	0
bcCZRC	14	0
bcCZTK	0	0
bcCZTU	7	0
bcDABE	0	0
bcDABQ	0	0
bcDADU	0	0
bcDAOD	0	0
bcDAOP	23	0
bcDASC	21	0
bcDAUO	15	0
bcDAVK	0	0
bcDAZD	17	0
bcDBDK	2	0
bcDBED	0	0
bcDBFF	29	0
bcDBFQ	0	0
bcDBGP	0	0
bcDBIK	1	0
bcDBNY	11	0
bcDBOH	18	0
bcDBUU	0	0
bcDBVV	0	0
bcDBYE	16	0
bcDBYX	19	0
bcDCCC	0	0
bcDCDT	0	0
bcDCEZ	1	0
bcDCFV	3	0
bcDCNS	0	0
bcDDCG	0	0
bcDDFF	0	0
bcDDNT	0	0
bcDDVK	0	0
bcDDVS	17	0
bcDDYV	31	0
bcDEAU	0	0
bcDEBV	25	0
bcDEET	2	0
bcDEGJ	13	0
bcDEIL	0	0
bcDEKH	0	0
bcDELF	24	0
bcDEMR	13	0
bcDESK	0	0
bcDEST	0	0
bcDEVH	0	0
bcDEXU	19	0
bcDEXX	19	0
bcDEYY	0	0
bcDEZP	21	0
bcDFCS	3	0
bcDFEO	0	0
bcDFFM	0	0
bcDFLY	24	0
bcDFNR	1	0
bcDFOH	5	0
bcDFTC	0	0
bcDFZL	0	0
bcDGAY	20	0
bcDGDW	25	0
bcDGFK	1	0
bcDGIC	0	0
bcDGIO	0	0
bcDGIY	0	0
bcDGNT	28	0
bcDGRU	42	0
bcDGTW	26	0
bcDGWL	0	0
bcDHFH	0	0
bcDHNW	0	0
bcDHPY	12	0
bcDHXG	0	0
bcDICG	0	0
bcDICL	0	0
bcDIIQ	16	0
bcDIJO	0	0
bcDIKI	0	0
bcDIMY	0	0
bcDIOC	20	0
bcDIPE	0	0
bcDIPX	0	0
bcDJBT	0	0
bcDJDY	0	0
bcDJFU	0	0
bcDJGE	9	0
bcDJLH	2	0
bcDJLK	35	0
bcDJUO	0	0
bcDJVO	32	0
bcDJYK	0	0
bcDJZU	0	0
bcDKEO	0	0
bcDKIF	19	0
bcDKLO	0	0
bcDKLP	2	0
bcDKSP	26	0
bcDLFC	15	0
bcDLFK	0	0
bcDLIN	0	0
bcDLNG	0	0
bcDLSO	0	0
bcDLTA	0	0
bcDLVG	0	0
bcDLWO	6	0
bcDLZH	3	0
bcDLZR	0	0
bcDMBX	41	0
bcDMER	8	0
bcDMFA	1	0
bcDMFO	0	0
bcDMGO	0	0
bcDMIQ	0	0
bcDMMJ	0	0
bcDMRG	0	0
bcDMSH	0	0
bcDMTA	0	0
bcDMUL	1	0
bcDMWJ	0	0
bcDMWO	16	0
bcDMZO	10	0
bcDNGR	0	0
bcDNML	0	0
bcDNPL	0	0
bcDNUD	23	0
bcDNZQ	14	0
bcDOBF	0	0
bcDOOJ	0	0
bcDOOO	0	0
bcDOPT	0	0
bcDORX	0	0
bcDOSO	0	0
bcDOXG	0	0
bcDPBT	2	0
bcDPIE	0	0
bcDPKN	14	0
bcDPLO	31	0
bcDPPQ	6	0
bcDPQW	0	0
bcDPTF	0	0
bcDPTM	17	0
bcDPZU	4	0
bcDQDC	0	0
bcDQDV	0	0
bcDQTJ	23	0
bcDQUE	0	0
bcDRAR	15	0
bcDRAT	14	0
bcDRBF	0	0
bcDRBT	0	0
bcDRHB	5	0
bcDRLH	3	0
bcDRPE	0	0
bcDRSC	26	0
bcDRUE	30	0
bcDRUX	12	0
bcDSOR	0	0
bcDSPS	27	0
bcDSRS	0	0
bcDSTZ	0	0
bcDSXW	0	0
bcDTBQ	9	0
bcDTCK	19	0
bcDTDD	0	0
bcDTFE	0	0
bcDTFL	0	0
bcDTIX	0	0
bcDTIZ	0	0
bcDTLM	0	0
bcDTOK	28	0
bcDTOR	26	0
bcDTPL	0	0
bcDTQZ	0	0
bcDTSX	0	0
bcDTTF	0	0
bcDTVW	0	0
bcDTXL	0	0
bcDTYO	0	0
bcDUDT	1	0
bcDUFC	23	0
bcDUFN	29	0
bcDUHR	0	0
bcDUXZ	0	0
bcDUYA	0	0
bcDVAF	10	0
bcDVCC	0	0
bcDVCO	8	0
bcDVCP	0	0
bcDVNA	0	0
bcDVOH	0	0
bcDWBK	0	0
bcDWCO	8	0
bcDWFY	29	0
bcDWJH	0	0
bcDWJL	9	0
bcDWJZ	36	0
bcDWLC	1	0
bcDWOK	0	0
bcDWYM	22	0
bcDWZB	8	0
bcDXBS	0	0
bcDXCA	0	0
bcDXEG	1	0
bcDXOG	4	0
bcDXOL	0	0
bcDXRG	0	0
bcDXWB	0	0
bcDYAP	0	0
bcDYBD	0	0
bcDYEK	0	0
bcDYJO	15	0
bcDYJV	0	0
bcDYKT	20	0
bcDYOB	1	0
bcDYTE	2	0
bcDZBV	0	0
bcDZCY	2	0
bcDZDC	0	0
bcDZII	0	0
bcDZKP	0	0
bcDZSC	0	0
bcDZVQ	22	0
bcDZYU	0	0
bcEAFM	0	0
bcEAGO	21	0
bcEAIR	17	0
bcEAJC	0	0
bcEALM	0	0
bcEAMM	0	0
bcEASI	12	0
bcEATO	34	0
bcEAVS	14	0
bcEBCL	1	0
bcEBDK	0	0
bcEBGR	0	0
bcEBHN	12	0
bcEBIR	0	0
bcEBNU	0	0
bcEBOZ	0	0
bcEBPN	0	0
bcEBRR	0	0
bcEBTY	0	0
bcEBUG	0	0
bcEBVV	0	0
bcEBWR	0	0
bcEBXI	0	0
bcECDT	14	0
bcECGE	0	0
bcECIW	7	0
bcECJP	5	0
bcECNP	0	0
bcECNZ	0	0
bcECQS	24	0
bcECSC	2	0
bcECWM	0	0
bcECZS	0	0
bcEDBR	0	0
bcEDIM	51	0
bcEDJO	10	0
bcEDNP	33	0
bcEDOI	25	0
bcEDQP	0	0
bcEDSI	0	0
bcEDSJ	0	0
bcEDVL	0	0
bcEDVP	35	0
bcEDZP	0	0
bcEECU	0	0
bcEEFW	0	0
bcEEQS	26	0
bcEETD	0	0
bcEEUS	0	0
bcEEWN	0	0
bcEFGF	17	0
bcEFNR	0	0
bcEFQY	0	0
bcEFTA	31	0
bcEFTB	8	0
bcEFZD	0	0
bcEGBY	0	0
bcEGFG	0	0
bcEGFS	0	0
bcEGHD	39	0
bcEGLX	18	0
bcEGOZ	0	0
bcEGSE	21	0
bcEGWO	0	0
bcEGYC	0	0
bcEHBG	22	0
bcEHCY	0	0
bcEHEO	6	0
bcEHRH	0	0
bcEHYE	0	0
bcEIFA	11	0
bcEING	15	0
bcEINU	0	0
bcEIQF	11	0
bcEISY	0	0
bcEIVF	1	0
bcEJBH	49	0
bcEJBS	0	0
bcEJIS	6	0
bcEJML	20	0
bcEJOH	10	0
bcEJRM	1	0
bcEJSS	0	0
bcEJSX	0	0
bcEJTC	0	0
bcEJWC	0	0
bcEJXX	18	0
bcEKBL	17	0
bcEKCG	0	0
bcEKCP	0	0
bcEKCT	0	0
bcEKEB	48	0
bcEKEE	0	0
bcEKFV	0	0
bcEKHY	1	0
bcEKOL	0	0
bcEKTZ	0	0
bcEKVD	10	0
bcEKXJ	10	0
bcEKXS	2	0
bcELCC	0	0
bcELCW	0	0
bcELDJ	25	0
bcELFH	12	0
bcELHE	3	0
bcELHK	0	0
bcELIE	2	0
bcELIU	0	0
bcELJX	15	0
bcELQL	3	0
bcELTF	7	0
bcEMAK	1	0
bcEMAU	45	0
bcEMHH	0	0
bcEMLR	0	0
bcEMMP	0	0
bcEMOC	1	0
bcEMRN	56	0
bcEMWV	0	0
bcEMXJ	14	0
bcEMXR	0	0
bcEMYG	17	0
bcEMYI	0	0
bcEMYK	4	0
bcENCG	0	0
bcENDC	27	0
bcENNJ	2	0
bcENNY	0	0
bcENOX	0	0
bcENPY	0	0
bcENQB	22	0
bcENRJ	0	0
bcENSU	12	0
bcENWW	0	0
bcENYM	0	0
bcEODO	0	0
bcEONB	10	0
bcEOWG	0	0
bcEOXY	16	0
bcEOYQ	0	0
bcEOZO	0	0
bcEPKL	0	0
bcEPMW	1	0
bcEPNH	0	0
bcEPPH	36	0
bcEPRM	18	0
bcEPSA	0	0
bcEPSH	0	0
bcEPVI	0	0
bcEPVX	0	0
bcEQHR	1	0
bcEQKY	24	0
bcEQLG	14	0
bcEQSA	22	0
bcEQSB	15	0
bcEREZ	0	0
bcERJB	0	0
bcERQE	0	0
bcERRF	13	0
bcERVO	0	0
bcESDZ	0	0
bcESIX	0	0
bcESJA	4	0
bcESNY	0	0
bcESNZ	0	0
bcESPV	19	0
bcESUC	13	0
bcESWH	8	0
bcESXY	0	0
bcESYK	0	0
bcETBM	0	0
bcETBQ	1	0
bcETEG	11	0
bcETHC	0	0
bcETKV	0	0
bcETNB	0	0
bcETNT	52	0
bcETUB	0	0
bcETYD	27	0
bcETZB	27	0
bcEUEV	13	0
bcEUGB	0	0
bcEUHN	19	0
bcEUKM	0	0
bcEUKS	1	0
bcEULK	15	0
bcEULO	7	0
bcEUOW	10	0
bcEUSH	0	0
bcEUSV	0	0
bcEUXB	0	0
bcEUXL	1	0
bcEUZJ	0	0
bcEVBE	20	0
bcEVFE	0	0
bcEVMX	19	0
bcEVOB	1	0
bcEWAV	2	0
bcEWIM	0	0
bcEWQZ	0	0
bcEWSH	0	0
bcEWYF	0	0
bcEWYQ	9	0
bcEXBC	11	0
bcEXFP	2	0
bcEXHH	0	0
bcEXKI	25	0
bcEXNC	0	0
bcEXQK	0	0
bcEXQW	4	0
bcEXRP	20	0
bcEXVP	0	0
bcEXVQ	0	0
bcEXVS	0	0
bcEXWK	5	0
bcEYKQ	16	0
bcEYLN	1	0
bcEYNJ	0	0
bcEYWD	5	0
bcEYYI	8	0
bcEYZV	11	0
bcEZDP	9	0
bcEZHC	9	0
bcEZOM	0	0
bcEZPL	0	0
bcEZQW	0	0
bcEZRJ	0	0
bcFACF	25	0
bcFAHY	30	0
bcFAJH	16	0
bcFAJY	0	0
bcFAKE	22	0
bcFATY	0	0
bcFBBJ	0	0
bcFBFE	0	0
bcFBHI	1	0
bcFBVB	0	0
bcFBVN	0	0
bcFBWN	1	0
bcFCDN	0	0
bcFCLJ	0	0
bcFCMQ	0	0
bcFCSB	1	0
bcFCWC	26	0
bcFCWW	5	0
bcFDCH	0	0
bcFDCV	0	0
bcFDDP	36	0
bcFDEF	0	0
bcFDET	26	0
bcFDHL	0	0
bcFDIM	0	0
bcFDNT	0	0
bcFDPD	0	0
bcFDVP	7	0
bcFDXP	0	0
bcFEAI	0	0
bcFECG	0	0
bcFECK	7	0
bcFEDM	10	0
bcFFBX	23	0
bcFFCA	30	0
bcFFKD	15	0
bcFFTY	16	0
bcFGDZ	0	0
bcFGHL	20	0
bcFGIV	1	0
bcFGMV	21	0
bcFGXN	0	0
bcFGXO	0	0
bcFGYA	0	0
bcFGZG	0	0
bcFHJC	14	0
bcFHMG	6	0
bcFHPQ	0	0
bcFHTM	0	0
bcFHVK	0	0
bcFIBN	0	0
bcFIHE	0	0
bcFIHT	1	0
bcFIVK	0	0
bcFIXQ	0	0
bcFIYM	0	0
bcFJIV	0	0
bcFJLP	12	0
bcFJRA	24	0
bcFJRI	1	0
bcFJTJ	0	0
bcFJUH	0	0
bcFJVJ	0	0
bcFJYZ	0	0
bcFJZK	0	0
bcFKGH	2	0
bcFKIP	0	0
bcFKKR	0	0
bcFKUU	1	0
bcFKWY	0	0
bcFKYC	0	0
bcFLAH	0	0
bcFLBB	11	0
bcFLMC	0	0
bcFLRM	34	0
bcFLXS	21	0
bcFLYX	7	0
bcFMAR	0	0
bcFMAX	0	0
bcFMAY	0	0
bcFMBO	9	0
bcFMGO	0	0
bcFMNI	2	0
bcFMRA	10	0
bcFMRF	15	0
bcFMST	0	0
bcFMTV	0	0
bcFNCG	0	0
bcFNEB	0	0
bcFNFX	14	0
bcFNHH	15	0
bcFNIE	0	0
bcFNJB	0	0
bcFNQS	6	0
bcFNTK	0	0
bcFOAG	4	0
bcFOGE	0	0
bcFOIA	0	0
bcFOLF	0	0
bcFOLX	0	0
bcFOMD	0	0
bcFOML	0	0
bcFONQ	0	0
bcFOPV	20	0
bcFOQE	15	0
bcFOWF	27	0
bcFOYX	0	0
bcFPCO	0	0
bcFPDW	0	0
bcFPMZ	0	0
bcFPPO	0	0
bcFPQH	10	0
bcFPVX	0	0
bcFPZS	0	0
bcFQKT	0	0
bcFQKX	25	0
bcFQUW	21	0
bcFQYI	0	0
bcFRFN	19	0
bcFRGW	40	0
bcFRHQ	0	0
bcFRHR	0	0
bcFRJT	6	0
bcFRKU	0	0
bcFROA	0	0
bcFRQH	28	0
bcFRSY	10	0
bcFRWR	1	0
bcFRZU	1	0
bcFSDS	49	0
bcFSEY	16	0
bcFSHJ	0	0
bcFSJL	3	0
