cellBC	JAK1wtTXcnt	JAK1mutTXcnt
bcAJCX	0	0
bcAJEE	1	1
bcAJEO	0	1
bcAJFF	2	0
bcAJHO	2	0
bcAJHQ	0	0
bcAJHS	1	1
bcAJJH	1	0
bcAJMM	32	35
bcAJQX	0	0
bcAJRF	1	1
bcAJRS	0	0
bcAJTE	2	0
bcAJTF	0	0
bcAJUE	0	2
bcAJUP	3	1
bcAJUW	1	0
bcAJVI	6	0
bcAJVM	0	0
bcAJXP	9	75
bcAJYJ	22	0
bcAJZB	1	1
bcAKAM	1	1
bcAKBM	1	0
bcAKEE	0	0
bcAKGK	2	0
bcAKGN	3	0
bcAKGX	1	0
bcAKHE	0	8
bcAKHN	7	0
bcAKHS	0	0
bcAKIP	0	0
bcAKIR	0	1
bcAKKM	0	0
bcAKLO	1	0
bcAKMC	1	1
bcAKNW	0	1
bcAKOB	0	0
bcAKQT	0	1
bcAKRK	3	0
bcAKRQ	0	0
bcAKTT	4	0
bcAKUT	37	0
bcAKUU	23	0
bcAKVJ	2	1
bcAKXV	0	1
bcAKYG	0	0
bcAKZM	14	0
bcALAW	0	1
bcALBB	0	9
bcALBG	1	27
bcALBI	1	9
bcALDM	0	0
bcALGL	0	70
bcALHG	0	0
bcALHU	0	7
bcALJN	1	1
bcALJR	1	1
bcALJX	0	2
bcALKA	1	1
bcALKK	2	1
bcALNI	3	0
bcALOI	1	1
bcALOO	0	0
bcALOT	0	0
bcALPG	0	0
bcALPQ	1	1
bcALQP	0	1
bcALRF	0	38
bcALRM	0	0
bcALRR	46	0
bcALRV	0	1
bcALTL	0	0
bcALTM	0	0
bcALUB	0	0
bcALWA	5	1
bcALWD	10	66
bcALXI	2	1
bcALYH	1	1
bcALYI	1	0
bcALYT	0	0
bcALYU	1	0
bcAMAA	0	2
bcAMBK	1	1
bcAMCR	0	93
bcAMDA	0	1
bcAMDJ	0	2
bcAMDO	4	0
bcAMDU	0	0
bcAMEK	1	0
bcAMEP	0	0
bcAMIA	0	1
bcAMIN	1	0
bcAMJE	0	0
bcAMJV	0	0
bcAMKQ	0	1
bcAMKX	0	2
bcAMLR	0	0
bcAMOC	3	0
bcAMOJ	0	1
bcAMOU	0	0
bcAMPD	0	0
bcAMPK	0	1
bcAMPX	1	0
bcAMPY	1	0
bcAMQU	38	41
bcAMRG	1	1
bcAMSH	1	0
bcAMSI	1	0
bcAMSL	0	1
bcAMTE	1	1
bcAMTI	0	11
bcAMTR	50	0
bcAMUI	1	1
bcAMVE	0	0
bcAMVR	0	0
bcAMWU	0	0
bcAMYE	1	2
bcAMZC	0	0
bcAMZU	1	0
bcANBC	39	0
bcANCD	1	0
bcANDX	0	0
bcANFO	2	1
bcANIE	0	1
bcANIN	37	0
bcANJN	0	35
bcANLU	0	7
bcANNJ	0	0
bcANOC	0	13
bcANQH	0	0
bcANQQ	31	0
bcANRC	1	0
bcANTJ	1	1
bcANTY	0	0
bcANVW	0	0
bcANWM	0	1
bcANWV	0	0
bcANZC	5	0
bcAOFJ	0	0
bcAOFN	0	0
bcAOHD	2	0
bcAOHJ	1	0
bcAOHO	0	0
bcAOHU	43	0
bcAOKE	0	1
bcAOLL	0	1
bcAOLM	1	0
bcAOLN	3	0
bcAOMI	0	0
bcAOPD	0	0
bcAOPE	17	2
bcAOPQ	1	0
bcAOSQ	0	0
bcAOTF	1	0
bcAOUH	1	0
bcAOUL	0	0
bcAOUO	1	1
bcAOUP	0	0
bcAOXA	0	1
bcAPAG	1	0
bcAPAO	0	0
bcAPCG	0	0
bcAPDP	2	1
bcAPEJ	2	0
bcAPGX	1	0
bcAPHX	1	1
bcAPIJ	2	30
bcAPJG	1	1
bcAPJL	0	3
bcAPJQ	2	1
bcAPKW	0	0
bcAPLU	1	26
bcAPMV	1	0
bcAPSI	0	0
bcAPSW	1	0
bcAPTM	0	0
bcAPUH	0	2
bcAPUN	3	0
bcAPYD	0	1
bcAPYE	1	0
bcAPYH	2	0
bcAPYO	0	0
bcAPZR	1	0
bcAQCS	0	0
bcAQDU	1	0
bcAQFR	0	0
bcAQIM	45	0
bcAQIN	1	0
bcAQIV	0	0
bcAQLA	1	47
bcAQLI	0	1
bcAQMK	0	0
bcAQMP	0	0
bcAQMW	0	40
bcAQMY	0	0
bcAQNM	2	0
bcAQNW	1	0
bcAQOG	28	0
bcAQQU	24	0
bcAQRF	0	0
bcAQSO	1	0
bcAQUB	1	0
bcAQXV	0	0
bcAQYL	0	0
bcAQYM	0	0
bcARCW	0	0
bcARCY	0	1
bcARGA	0	0
bcARHI	1	0
bcARIK	8	0
bcARIV	94	0
bcARKC	1	0
bcARKV	0	0
bcARKZ	0	0
bcARNG	2	37
bcARPZ	0	0
bcARQD	0	0
bcARQF	1	1
bcARUW	12	0
bcARVQ	0	0
bcARWJ	1	0
bcASCH	0	0
bcASDG	0	0
bcASDY	0	0
bcASET	1	0
bcASFF	0	0
bcASHE	4	0
bcASIZ	1	0
bcASKL	0	0
bcASKW	30	0
bcASLU	1	0
bcASLX	1	0
bcASNE	1	0
bcASQL	1	3
bcASRT	0	0
bcASTF	0	0
bcASTN	0	0
bcASTR	1	0
bcASTS	9	4
bcASTZ	7	0
bcASUM	0	0
bcASVN	21	0
bcASVX	0	0
bcASZQ	4	0
bcATBF	0	3
bcATDK	0	0
bcATGY	0	0
bcATHI	1	0
bcATIE	1	0
bcATIH	0	1
bcATIO	1	1
bcATIU	0	0
bcATJC	0	0
bcATJT	1	1
bcATLM	0	0
bcATLN	0	0
bcATMM	0	1
bcATNA	0	0
bcATQV	0	1
bcATSB	0	0
bcATSO	1	0
bcATSQ	1	1
bcATSR	12	1
bcATSY	0	0
bcATTM	0	0
bcATUT	0	1
bcATWL	4	27
bcATXB	0	1
bcATXO	0	1
bcATZI	46	1
bcAUAD	0	0
bcAUCN	1	0
bcAUCZ	20	0
bcAUDE	0	1
bcAUGA	1	0
bcAUHN	1	0
bcAUJM	0	1
bcAULS	0	0
bcAULZ	0	0
bcAUMA	0	0
bcAUMC	0	0
bcAUPU	1	0
bcAURD	1	0
bcAURI	0	0
bcAURY	0	0
bcAUTS	1	0
bcAUVE	0	0
bcAUZF	0	0
bcAVAC	0	0
bcAVAL	7	0
bcAVBB	0	1
bcAVBC	0	0
bcAVDM	0	0
bcAVDQ	0	0
bcAVDZ	2	0
bcAVEG	1	0
bcAVEO	0	0
bcAVFC	0	1
bcAVHT	1	0
bcAVKO	0	0
bcAVMA	1	0
bcAVMI	1	3
bcAVPV	0	1
bcAVQJ	2	1
bcAVQQ	0	1
bcAVSN	0	1
bcAVVM	1	0
bcAVXR	1	40
bcAWAL	2	0
bcAWBL	0	0
bcAWCC	1	0
bcAWDA	0	1
bcAWDX	63	9
bcAWEJ	1	1
bcAWEP	0	0
bcAWEV	2	0
bcAWFW	0	2
bcAWGI	14	1
bcAWHE	5	1
bcAWHT	0	0
bcAWIY	0	0
bcAWKG	1	1
bcAWNI	0	1
bcAWNW	0	18
bcAWQK	1	1
bcAWRE	38	0
bcAWSB	63	1
bcAWSS	2	1
bcAWST	2	1
bcAWTB	1	0
bcAWTJ	0	0
bcAWTK	1	1
bcAWUX	1	0
bcAWVR	0	0
bcAWWV	1	0
bcAWXH	0	2
bcAWYS	0	0
bcAWZA	0	0
bcAWZC	0	0
bcAXAQ	76	34
bcAXAR	55	0
bcAXBC	1	49
bcAXCQ	0	0
bcAXER	1	0
bcAXHV	0	0
bcAXJK	0	1
bcAXJX	0	0
bcAXKY	1	27
bcAXLT	30	0
bcAXMM	4	0
bcAXOU	1	56
bcAXRX	1	0
bcAXSE	80	0
bcAXSQ	0	1
bcAXVG	1	23
bcAXWG	0	0
bcAXWX	0	1
bcAXWY	0	0
bcAXWZ	1	1
bcAXXB	41	0
bcAXYL	0	0
bcAXYP	1	0
bcAXYW	3	0
bcAYAK	2	0
bcAYCG	1	1
bcAYCO	0	0
bcAYES	40	94
bcAYFQ	0	1
bcAYGH	0	0
bcAYHB	12	42
bcAYIR	0	0
bcAYIW	1	1
bcAYLR	1	0
bcAYLT	1	0
bcAYMS	4	0
bcAYNB	0	0
bcAYNC	9	0
bcAYNF	0	0
bcAYQM	0	29
bcAYQX	0	0
bcAYTC	1	1
bcAYTK	0	0
bcAYUA	0	0
bcAYXB	0	0
bcAYXD	2	0
bcAYZR	0	0
bcAYZT	1	1
bcAZAD	0	1
bcAZAL	0	0
bcAZAN	2	1
bcAZAQ	0	0
bcAZAU	0	0
bcAZAX	36	1
bcAZAY	0	0
bcAZBQ	1	1
bcAZBZ	1	0
bcAZDU	3	0
bcAZDX	0	0
bcAZED	2	26
bcAZEP	0	0
bcAZER	141	0
bcAZFF	2	2
bcAZFQ	1	0
bcAZFU	1	1
bcAZFZ	2	0
bcAZGE	1	1
bcAZIL	2	1
bcAZJD	0	0
bcAZJI	0	0
bcAZJT	0	0
bcAZNH	1	0
bcAZOX	2	0
bcAZPG	1	0
bcAZQR	1	0
bcAZQS	2	0
bcAZQW	0	51
bcAZQX	1	1
bcAZTG	1	1
bcAZUM	0	0
bcAZUW	0	0
bcAZUZ	0	4
bcAZVS	35	0
bcAZWR	0	0
bcAZXE	1	0
bcAZXV	4	0
bcAZXX	32	13
bcAZXZ	0	1
bcBABF	11	2
bcBABT	0	19
bcBADA	0	0
bcBADK	0	0
bcBADQ	20	61
bcBAET	6	1
bcBAEY	0	0
bcBAFO	5	1
bcBAGT	0	0
bcBAHI	75	0
bcBAJQ	1	1
bcBALU	5	1
bcBAMX	0	0
bcBAOH	10	1
bcBAOV	0	0
bcBAQR	0	1
bcBARC	2	53
bcBARJ	50	1
bcBASR	0	1
bcBAST	0	0
bcBAUA	0	2
bcBAUB	1	0
bcBAVC	1	1
bcBAXF	0	0
bcBAZA	2	0
bcBBAH	15	0
bcBBAS	57	0
bcBBBV	1	0
bcBBCE	1	1
bcBBEA	1	4
bcBBEM	1	1
bcBBEW	6	0
bcBBHN	0	0
bcBBHO	0	0
bcBBHU	1	0
bcBBKE	0	0
bcBBKY	1	1
bcBBMI	1	0
bcBBMQ	0	1
bcBBNE	0	0
bcBBOC	0	0
bcBBQU	0	1
bcBBRR	0	0
bcBBSH	1	0
bcBBTD	0	0
bcBBUW	48	0
bcBBVS	0	0
bcBBVZ	0	1
bcBBXO	0	0
bcBCAD	0	1
bcBCAJ	1	0
bcBCAO	0	0
bcBCAX	1	0
bcBCCB	0	0
bcBCEP	0	0
bcBCFP	0	0
bcBCGD	22	0
bcBCHI	8	0
bcBCKN	1	89
bcBCKP	0	1
bcBCKS	0	2
bcBCKY	1	0
bcBCLB	0	0
bcBCLC	0	1
bcBCNX	2	0
bcBCPW	1	0
bcBCTG	0	0
bcBCUI	0	1
bcBCWJ	1	0
bcBCWS	0	0
bcBCWV	0	0
bcBCXN	4	0
bcBCZP	0	0
bcBCZS	0	0
bcBCZX	1	0
bcBDAG	0	0
bcBDAP	3	2
bcBDBU	0	0
bcBDFG	1	0
bcBDFI	1	1
bcBDGH	1	44
bcBDKF	1	0
bcBDOC	1	1
bcBDOH	1	1
bcBDOS	0	33
bcBDQA	0	0
bcBDSQ	0	0
bcBDTT	1	0
bcBDTV	0	0
bcBDUG	1	1
bcBDUI	1	2
bcBDWB	0	0
bcBDXI	0	2
bcBEAD	1	2
bcBEAS	2	0
bcBEAV	0	1
bcBEAW	38	0
bcBEBL	0	0
bcBEBP	2	0
bcBEBU	0	0
bcBECX	0	1
bcBEDD	0	0
bcBEDE	1	0
bcBEDG	0	0
bcBEDJ	0	1
bcBEDZ	0	0
bcBEFQ	47	0
bcBEHO	0	0
bcBEJA	1	0
bcBELJ	0	0
bcBEOM	1	0
bcBEPC	60	76
bcBEQJ	1	0
bcBEQY	1	0
bcBERJ	0	1
bcBERR	0	0
bcBESC	1	0
bcBESN	0	2
bcBETK	0	2
bcBETV	4	0
bcBEUX	0	0
bcBEWE	1	0
bcBEWN	1	0
bcBEXM	0	1
bcBFAX	0	0
bcBFCY	0	0
bcBFDR	31	0
bcBFFK	1	0
bcBFFW	0	0
bcBFGU	1	1
bcBFGW	60	1
bcBFGZ	126	0
bcBFIE	0	1
bcBFII	15	0
bcBFIL	0	0
bcBFJO	0	1
bcBFJS	0	1
bcBFMP	2	6
bcBFNJ	1	1
bcBFPN	1	0
bcBFQN	0	0
bcBFVJ	0	1
bcBFXI	0	0
bcBFXX	0	0
bcBGAM	0	0
bcBGAY	0	0
bcBGCJ	1	0
bcBGEX	3	0
bcBGGI	6	33
bcBGHE	0	1
bcBGHT	1	0
bcBGKM	0	0
bcBGLB	0	0
bcBGLX	0	1
bcBGLZ	0	0
bcBGSH	0	1
bcBGTR	104	8
bcBGTU	0	0
bcBGWF	0	0
bcBGWK	2	0
bcBGWM	2	0
bcBGXU	1	0
bcBGYU	1	0
bcBGZG	1	0
bcBHAJ	2	0
bcBHAN	0	0
bcBHBU	3	1
bcBHCK	1	0
bcBHDC	2	0
bcBHDG	0	1
bcBHEA	0	0
bcBHGK	14	0
bcBHIB	2	0
bcBHIY	0	1
bcBHJL	0	31
bcBHJV	2	0
bcBHLI	1	0
bcBHMX	1	0
bcBHNK	0	0
bcBHNZ	0	0
bcBHOC	1	1
bcBHOV	0	0
bcBHPH	1	0
bcBHRY	69	0
bcBHUW	34	3
bcBHWF	0	0
bcBHWV	1	0
bcBHZH	1	0
bcBIBD	41	36
bcBIBW	0	0
bcBICT	0	1
bcBIDK	2	0
bcBIEH	1	0
bcBIGH	0	0
bcBIGY	4	0
bcBIII	0	0
bcBIJT	0	1
bcBINO	0	0
bcBINS	2	0
bcBIOR	0	0
bcBIQL	11	27
bcBIRF	0	0
bcBIRM	1	22
bcBIRN	0	26
bcBIRO	0	0
bcBIRU	1	0
bcBITB	0	0
bcBIUS	3	0
bcBIVO	1	2
bcBIVW	1	0
bcBIWI	1	0
bcBIYY	0	0
bcBIZU	0	1
bcBJBB	30	2
bcBJDE	0	0
bcBJDV	0	0
bcBJEF	0	0
bcBJEZ	5	3
bcBJFV	0	1
bcBJGE	3	1
bcBJGH	0	1
bcBJGO	1	0
bcBJGQ	0	0
bcBJGT	2	1
bcBJGU	15	0
bcBJGX	13	0
bcBJHP	0	0
bcBJIE	10	1
bcBJIF	11	0
bcBJJQ	14	0
bcBJKE	0	0
bcBJMZ	1	0
bcBJOI	14	0
bcBJPK	6	0
bcBJSH	0	0
bcBJUM	0	0
bcBJUT	1	0
bcBJVB	0	0
bcBJVG	1	0
bcBJWO	1	0
bcBJWP	1	0
bcBJXR	0	1
bcBJZW	1	1
bcBKAH	0	0
bcBKAT	1	3
bcBKBO	9	0
bcBKBT	0	0
bcBKCB	0	55
bcBKEH	0	0
bcBKHB	14	54
bcBKHL	0	0
bcBKJV	1	2
bcBKKF	0	99
bcBKKS	1	11
bcBKLE	1	0
bcBKMG	49	75
bcBKNJ	0	0
bcBKRE	1	0
bcBKSA	0	0
bcBKSC	0	1
bcBKTJ	4	0
bcBKUD	0	0
bcBKUV	0	0
bcBKYA	0	0
bcBKYQ	0	1
bcBKYT	1	0
bcBLAP	0	0
bcBLAQ	29	13
bcBLAR	0	0
bcBLBP	0	0
bcBLCG	1	0
bcBLEA	0	1
bcBLET	107	0
bcBLFV	0	0
bcBLGB	1	0
bcBLJD	0	0
bcBLJO	0	11
bcBLKD	1	2
bcBLLP	1	0
bcBLMR	26	0
bcBLNB	1	0
bcBLOF	0	0
bcBLQA	0	0
bcBLRF	0	0
bcBLRP	1	0
bcBLTA	0	0
bcBLTC	1	1
bcBLXE	0	33
bcBLZR	0	0
bcBMBV	1	0
bcBMCA	0	1
bcBMCD	0	1
bcBMCE	1	0
bcBMET	0	0
bcBMFH	0	0
bcBMGK	0	0
bcBMGX	0	0
bcBMGZ	1	0
bcBMHU	2	0
bcBMHW	65	47
bcBMIN	0	0
bcBMJL	0	0
bcBMLI	24	0
bcBMMG	0	0
bcBMOO	0	0
bcBMQP	1	0
bcBMRR	0	0
bcBMRZ	2	0
bcBMSE	0	30
bcBMUE	12	0
bcBMUF	3	2
bcBMUI	4	0
bcBMWN	0	0
bcBMWO	1	1
bcBMXL	0	0
bcBMYB	36	0
bcBNAW	0	1
bcBNCJ	1	0
bcBNDB	1	1
bcBNFH	117	79
bcBNFO	2	1
bcBNFY	1	0
bcBNHE	1	0
bcBNHF	1	0
bcBNHP	0	2
bcBNHV	2	0
bcBNJG	0	0
bcBNLF	1	1
bcBNLI	6	30
bcBNLV	27	0
bcBNMC	0	0
bcBNMD	4	1
bcBNNH	1	0
bcBNOP	0	0
bcBNQO	11	0
bcBNRV	2	1
bcBNRY	1	0
bcBNUD	1	0
bcBNUI	2	1
bcBNVD	0	0
bcBNVQ	0	1
bcBNYU	9	0
bcBOAB	1	1
bcBOAC	0	1
bcBOAE	1	11
bcBOBY	0	0
bcBOEB	3	0
bcBOGM	2	0
bcBOGZ	0	22
bcBOHV	2	1
bcBOIT	0	0
bcBOJF	0	1
bcBOJH	0	1
bcBOJL	2	36
bcBOJV	0	1
bcBOKD	0	0
bcBOMX	0	0
bcBONO	0	1
bcBONY	19	0
bcBOOJ	2	0
bcBOOK	0	0
bcBOQD	1	1
bcBORP	2	1
bcBOSJ	0	0
bcBOTG	3	0
bcBOUG	0	1
bcBOUU	0	1
bcBOXB	0	0
bcBOXU	0	0
bcBOZG	0	0
bcBOZJ	1	0
bcBOZQ	0	1
bcBOZR	29	0
bcBPBK	1	0
bcBPDM	32	1
bcBPDU	0	0
bcBPHH	0	1
bcBPHR	116	85
bcBPIS	0	0
bcBPMH	0	0
bcBPMJ	3	2
bcBPNX	1	0
bcBPOA	2	1
bcBPOL	1	0
bcBPRI	0	0
bcBPRL	0	0
bcBPSB	0	0
bcBPST	0	0
bcBPUZ	0	0
bcBPVN	0	0
bcBPZC	0	0
bcBQAY	0	0
bcBQBB	0	0
bcBQBF	1	0
bcBQBM	0	0
bcBQCO	1	1
bcBQCU	0	0
bcBQEI	0	0
bcBQFF	1	1
bcBQHG	1	1
bcBQHV	1	0
bcBQJL	0	0
bcBQKJ	0	0
bcBQKU	0	1
bcBQNI	0	1
bcBQNM	0	0
bcBQNU	0	0
bcBQPK	4	0
bcBQQZ	0	0
bcBQRX	0	0
bcBQVG	35	0
bcBQVW	0	0
bcBQVY	1	0
bcBQYD	33	0
bcBQZC	1	0
bcBQZD	0	0
bcBQZF	0	0
bcBRAU	0	45
bcBRBU	0	44
bcBREM	0	0
bcBRET	0	0
bcBRGI	0	1
bcBRGS	1	0
bcBRHT	0	0
bcBRIX	0	24
bcBRKB	1	0
bcBRKS	0	0
bcBRMZ	0	28
bcBRPF	0	0
bcBRRE	43	0
bcBRRY	0	0
bcBRSZ	1	0
bcBRTU	1	1
bcBRTW	1	0
bcBRUX	18	0
bcBRVG	0	0
bcBRVI	1	0
bcBRVJ	0	0
bcBRXW	0	1
bcBRYY	33	3
bcBRYZ	1	0
bcBRZO	0	0
bcBSAE	13	0
bcBSDE	36	0
bcBSHA	0	0
bcBSIA	0	0
bcBSIQ	1	0
bcBSJO	1	1
bcBSKV	0	0
bcBSKX	48	4
bcBSKZ	1	0
bcBSLI	0	0
bcBSLO	3	1
bcBSLW	8	2
bcBSLY	26	1
bcBSOG	1	0
bcBSON	0	8
bcBSQV	1	0
bcBSRV	2	0
bcBSSK	2	0
bcBSTA	0	0
bcBSTZ	12	0
bcBSWA	0	0
bcBSWD	7	38
bcBSXG	0	0
bcBSXV	71	0
bcBSYD	0	0
bcBSYU	1	0
bcBTBH	26	1
bcBTCK	0	0
bcBTCY	19	0
bcBTDA	0	0
bcBTDZ	0	0
bcBTHD	51	1
bcBTHO	0	0
bcBTII	2	2
bcBTIZ	0	0
bcBTJM	23	0
bcBTLR	0	1
bcBTMA	2	1
bcBTME	0	0
bcBTNK	0	1
bcBTNR	0	0
bcBTPL	1	1
bcBTQE	1	0
bcBTQV	0	0
bcBTTC	0	10
bcBTTT	0	0
bcBTUW	0	0
bcBTVR	2	3
bcBTXW	1	1
bcBTYC	0	48
bcBTYM	0	0
bcBTZK	1	0
bcBUAL	0	0
bcBUAR	0	1
bcBUCA	33	16
bcBUCC	2	1
bcBUDE	0	0
bcBUGC	0	0
bcBUIU	0	0
bcBUJI	0	0
bcBUMF	1	0
bcBUMH	0	0
bcBUPF	0	0
bcBUPL	0	1
bcBUPS	0	0
bcBURW	0	0
bcBUSB	1	6
bcBUUX	0	0
bcBUVJ	127	2
bcBUXF	0	0
bcBUYU	1	0
bcBUZU	0	0
bcBVCV	1	0
bcBVFA	105	0
bcBVFT	0	0
bcBVHP	0	0
bcBVIL	0	0
bcBVKC	0	0
bcBVLZ	0	0
bcBVMJ	1	0
bcBVOR	0	0
bcBVRL	0	0
bcBVSZ	0	0
bcBVTF	0	0
bcBVUB	0	13
bcBVUS	2	0
bcBVVZ	1	0
bcBVWC	0	0
bcBVXF	0	0
bcBVXL	2	0
bcBVYW	1	0
bcBWAU	3	0
bcBWDG	46	0
bcBWDZ	44	0
bcBWFK	0	0
bcBWFX	1	0
bcBWGG	0	7
bcBWHW	0	1
bcBWIA	0	0
bcBWIN	0	0
bcBWJH	1	0
bcBWJO	0	0
bcBWJT	0	0
bcBWMJ	0	0
bcBWNQ	0	0
bcBWNS	0	0
bcBWOL	61	1
bcBWQF	0	0
bcBWRD	0	0
bcBWTJ	0	0
bcBWTZ	0	0
bcBWUC	1	1
bcBWWH	0	0
bcBWYA	0	0
bcBWYY	43	0
bcBXBG	0	0
bcBXCF	0	0
bcBXLT	1	1
bcBXMH	2	0
bcBXPO	0	0
bcBXRJ	0	0
bcBXTC	46	8
bcBXTW	0	0
bcBXUY	1	0
bcBXWF	0	0
bcBXYV	0	32
bcBYAH	2	1
bcBYAM	0	0
bcBYAR	19	0
bcBYAS	33	0
bcBYEI	0	0
bcBYFU	0	2
bcBYFY	1	0
bcBYGC	1	0
bcBYIB	0	0
bcBYIC	1	0
bcBYIT	27	0
bcBYKZ	0	1
bcBYLG	86	0
bcBYLL	4	19
bcBYLQ	0	0
bcBYMC	0	1
bcBYMI	2	0
bcBYNI	0	0
bcBYNY	0	0
bcBYNZ	0	1
bcBYQJ	1	0
bcBYQW	0	0
bcBYRA	9	0
bcBYUS	1	1
bcBYUT	5	1
bcBYXU	26	46
bcBYYA	22	0
bcBYYX	0	0
bcBZAE	0	0
bcBZDK	1	0
bcBZDW	0	0
bcBZFJ	0	0
bcBZGK	53	44
bcBZHD	1	0
bcBZHH	0	0
bcBZHM	19	0
bcBZMI	1	0
bcBZNP	2	22
bcBZOI	0	0
bcBZQK	1	0
bcBZQU	0	0
bcBZSC	22	35
bcBZSH	2	1
bcBZSO	1	1
bcBZSQ	0	0
bcBZUD	0	0
bcBZWW	0	0
bcBZYE	16	0
bcBZYX	18	1
bcBZZK	0	1
bcBZZY	0	0
bcCABX	0	0
bcCACX	0	0
bcCADQ	0	0
bcCAEE	31	1
bcCAGH	1	0
bcCAGX	0	0
bcCAGY	1	0
bcCAHG	1	0
bcCAHJ	0	1
bcCAHK	1	0
bcCAIJ	0	0
bcCAIT	0	0
bcCAIY	0	0
bcCAJG	12	12
bcCAOM	0	0
bcCAPW	3	0
bcCARR	9	1
bcCASS	0	0
bcCATV	0	0
bcCAVW	0	15
bcCAXK	0	0
bcCAYG	0	0
bcCAYR	0	1
bcCBCT	0	0
bcCBDD	0	1
bcCBEI	0	0
bcCBFK	0	1
bcCBFX	1	0
bcCBHB	0	1
bcCBHO	11	55
bcCBIM	0	0
bcCBIQ	0	0
bcCBKW	0	7
bcCBME	0	0
