cellBC	JAK1wtTXcnt	JAK1mutTXcnt
bcBCNY	1	0
bcBCSH	0	0
bcBCTC	0	0
bcBCTM	0	0
bcBCWQ	0	0
bcBCZJ	2	0
bcBDAJ	0	0
bcBDEN	92	0
bcBDKI	0	0
bcBDNY	0	0
bcBDOP	0	0
bcBDQD	0	0
bcBDTJ	18	0
bcBDYO	0	0
bcBEDW	0	0
bcBEHM	0	0
bcBEJY	15	0
bcBESY	13	0
bcBETE	0	0
bcBEWF	0	0
bcBEWX	0	0
bcBEXF	2	0
bcBEZM	1	0
bcBFCQ	0	0
bcBFJJ	0	0
bcBFKD	0	0
bcBFLG	36	0
bcBFSF	0	0
bcBFWC	4	0
bcBFYT	0	0
bcBGAW	0	0
bcBGBI	0	0
bcBGEN	0	0
bcBGFT	1	0
bcBGLH	0	0
bcBGRJ	5	0
bcBGSN	7	0
bcBHAO	1	0
bcBHCF	0	0
bcBHCM	0	0
bcBHDQ	0	0
bcBHGG	0	0
bcBHIR	0	0
bcBHKR	1	0
bcBHMI	1	0
bcBHMV	1	0
bcBHNZ	0	0
bcBHPN	0	0
bcBHRZ	0	0
bcBHTF	2	0
bcBHUV	20	0
bcBHVK	0	0
bcBHWI	1	0
bcBHYD	3	0
bcBHYT	27	0
bcBIEC	6	0
bcBIEH	0	0
bcBIGR	0	0
bcBIHE	0	0
bcBIRB	1	0
bcBIVO	0	0
bcBIYW	0	0
bcBJFS	0	0
bcBJKZ	0	0
bcBJSC	0	0
bcBJTM	0	0
bcBJVR	0	0
bcBJWB	15	0
bcBKCC	9	0
bcBKCG	0	0
bcBKDB	0	0
bcBKDY	6	0
bcBKFU	11	0
bcBKIW	0	0
bcBKRF	0	0
bcBKUV	6	0
bcBKWO	0	0
bcBKXN	9	0
bcBKYM	1	0
bcBKZU	0	0
bcBLAV	0	0
bcBLCZ	0	0
bcBLDA	0	0
bcBLGL	0	0
bcBLJU	6	0
bcBLNQ	0	0
bcBLRB	0	0
bcBLTC	3	0
bcBLVG	0	0
bcBLYM	7	0
bcBMEQ	0	0
bcBMNJ	0	0
bcBMNP	2	0
bcBMNR	0	0
bcBMPC	2	0
bcBMQX	0	0
bcBMUR	0	0
bcBMUT	15	0
bcBMXM	0	0
bcBMZY	27	0
bcBNBT	12	0
bcBNEK	20	0
bcBNFR	1	0
bcBNFZ	0	0
bcBNGJ	0	0
bcBNIH	1	0
bcBNIZ	17	0
bcBNJH	0	0
bcBNLE	29	0
bcBNLI	0	0
bcBNNA	0	0
bcBNQE	1	0
bcBNRV	18	0
bcBNWR	0	0
bcBNYE	27	0
bcBNYW	3	0
bcBNZM	0	0
bcBOEU	0	0
bcBOFR	1	0
bcBOJF	0	0
bcBOKC	0	0
bcBOLA	0	0
bcBOLP	0	0
bcBONG	12	0
bcBOSV	0	0
bcBOTZ	22	0
bcBOXZ	0	0
bcBPEG	0	0
bcBPGS	0	0
bcBPMU	0	0
bcBPNT	0	0
bcBPSW	0	0
bcBPWT	0	0
bcBPXC	0	0
bcBPXU	0	0
bcBQBG	0	0
bcBQCB	0	0
bcBQFM	0	0
bcBQFQ	35	0
bcBQGD	0	0
bcBQHE	0	0
bcBQIA	2	0
bcBQJE	0	0
bcBQJU	33	0
bcBQKS	21	0
bcBQKV	1	0
bcBQVV	0	0
bcBQXC	0	0
bcBRCC	1	0
bcBRTL	7	0
bcBRTX	1	0
bcBRYN	2	0
bcBRZJ	0	0
bcBSCP	0	0
bcBSDY	0	0
bcBSEN	24	0
bcBSFW	0	0
bcBSHI	0	0
bcBSJF	0	0
bcBSNG	0	0
bcBSOL	19	0
bcBSRU	0	0
bcBSRZ	0	0
bcBSSN	0	0
bcBSSP	1	0
bcBSUP	0	0
bcBSXK	18	0
bcBSYW	7	0
bcBTDQ	0	0
bcBTFA	8	0
bcBTKB	0	0
bcBTMH	0	0
bcBTOL	6	0
bcBTOM	0	0
bcBTPF	35	0
bcBTTH	1	0
bcBTUJ	1	0
bcBTVU	1	0
bcBUAP	0	0
bcBUAV	0	0
bcBUFF	1	0
bcBUGN	23	0
bcBUHU	0	0
bcBUKC	13	0
bcBUKR	18	0
bcBULF	0	0
bcBUPR	6	0
bcBUQD	1	0
bcBUTY	0	0
bcBUVF	20	0
bcBUWR	0	0
bcBUYJ	0	0
bcBVAI	0	0
bcBVBQ	20	0
bcBVFA	0	0
bcBVFM	4	0
bcBVJT	12	0
bcBVKC	46	0
bcBVKS	32	0
bcBVQG	0	0
bcBVTF	0	0
bcBVTG	0	0
bcBVTK	0	0
bcBVXD	0	0
bcBVXM	0	0
bcBWFL	3	0
bcBWGM	0	0
bcBWGY	0	0
bcBWHZ	0	0
bcBWIF	0	0
bcBWIQ	11	0
bcBWIW	0	0
bcBWMG	0	0
bcBWND	0	0
bcBWPN	0	0
bcBWRG	0	0
bcBWTX	0	0
bcBWUS	0	0
bcBWUU	0	0
bcBWWH	1	0
bcBWWQ	0	0
bcBWXQ	20	0
bcBWYQ	0	0
bcBXCV	0	0
bcBXFP	1	0
bcBXGL	18	0
bcBXNN	0	0
bcBXPR	0	0
bcBXQK	18	0
bcBXRM	0	0
bcBXVE	0	0
bcBXVZ	1	0
bcBXXB	1	0
bcBXYW	0	0
bcBXZR	12	0
bcBXZV	37	0
bcBYRN	0	0
bcBYSN	18	0
bcBYWO	0	0
bcBZFB	0	0
bcBZKC	0	0
bcBZKY	0	0
bcBZLE	0	0
bcBZLJ	11	0
bcBZLP	5	0
bcBZRG	1	0
bcCAIJ	30	0
bcCAIS	24	0
bcCALO	0	0
bcCAPW	0	0
bcCAQG	0	0
bcCASA	17	0
bcCATK	0	0
bcCATN	35	0
bcCAWF	0	0
bcCAWY	41	0
bcCBBT	0	0
bcCBCD	0	0
bcCBFV	24	0
bcCBHH	28	0
bcCBKQ	22	0
bcCBRM	0	0
bcCBRQ	0	0
bcCBVR	17	0
bcCBVV	24	0
bcCBWW	0	0
bcCBXE	3	0
bcCCFE	8	0
bcCCGT	0	0
bcCCIR	12	0
bcCCKL	0	0
bcCCKP	0	0
bcCCOP	0	0
bcCCPK	0	0
bcCCPN	0	0
bcCCPU	7	0
bcCCQA	12	0
bcCCRN	7	0
bcCCRP	0	0
bcCCRT	0	0
bcCCUR	0	0
bcCDCU	0	0
bcCDEP	27	0
bcCDFR	0	0
bcCDIE	0	0
bcCDIW	0	0
bcCDJO	18	0
bcCDSH	0	0
bcCDWV	27	0
bcCEGV	1	0
bcCEJE	0	0
bcCEMT	0	0
bcCEMZ	0	0
bcCENT	1	0
bcCEPT	0	0
bcCESF	0	0
bcCEVW	0	0
bcCEYQ	0	0
bcCFBD	13	0
bcCFIH	28	0
bcCFKF	0	0
bcCFME	0	0
bcCFTU	0	0
bcCFXL	12	0
bcCGBM	0	0
bcCGBU	0	0
bcCGEG	0	0
bcCGEL	0	0
bcCGKF	1	0
bcCGOH	31	0
bcCGOU	16	0
bcCGUF	0	0
bcCGVN	20	0
bcCGWB	2	0
bcCHBP	1	0
bcCHBX	55	0
bcCHGN	5	0
bcCHHS	0	0
bcCHIZ	33	0
bcCHMM	11	0
bcCHRJ	0	0
bcCHSN	22	0
bcCHSQ	0	0
bcCHZS	8	0
bcCIEV	0	0
bcCIGO	0	0
bcCIIM	0	0
bcCIMU	4	0
bcCIQX	0	0
bcCIUY	1	0
bcCJGP	1	0
bcCJJV	1	0
bcCJLW	0	0
bcCJUF	0	0
bcCJWM	0	0
bcCJXC	0	0
bcCKPY	0	0
bcCLNA	0	0
bcCLQL	1	0
bcCLQZ	0	0
bcCLVA	0	0
bcCLVG	0	0
bcCLWI	1	0
bcCLYR	37	0
bcCLZQ	0	0
bcCMFN	0	0
bcCMFT	0	0
bcCMHE	0	0
bcCMHO	18	0
bcCMLD	17	0
bcCMOP	0	0
bcCMPT	43	0
bcCMRN	0	0
bcCMRY	0	0
bcCMTE	0	0
bcCMUV	0	0
bcCMVH	0	0
bcCMYQ	0	0
bcCNEY	7	0
bcCNIT	0	0
bcCNIV	1	0
bcCNJA	18	0
bcCNJB	0	0
bcCNKI	0	0
bcCNPC	21	0
bcCNQI	0	0
bcCNQX	0	0
bcCNRI	11	0
bcCNTQ	0	0
bcCNUJ	0	0
bcCNUK	24	0
bcCNUU	0	0
bcCNWO	1	0
bcCNWW	0	0
bcCOAX	0	0
bcCOEV	0	0
bcCOHF	22	0
bcCOLU	0	0
bcCOSI	40	0
bcCOTO	0	0
bcCOVI	15	0
bcCOWY	0	0
bcCPAU	0	0
bcCPBL	1	0
bcCPHH	0	0
bcCPKZ	0	0
bcCPRO	0	0
bcCPZA	0	0
bcCQEX	0	0
bcCQFF	0	0
bcCQHQ	17	0
bcCQHZ	1	0
bcCQIM	4	0
bcCQIQ	0	0
bcCQJC	0	0
bcCQKE	0	0
bcCQKN	7	0
bcCQNF	0	0
bcCQQN	0	0
bcCQXJ	0	0
bcCQYU	0	0
bcCQZI	0	0
bcCRQD	0	0
bcCRSG	22	0
bcCRTK	0	0
bcCRTX	70	0
bcCRWU	41	0
bcCSAW	0	0
bcCSCT	0	0
bcCSDN	0	0
bcCSDX	0	0
bcCSGZ	7	0
bcCSLP	1	0
bcCSOW	0	0
bcCSYA	0	0
bcCSZI	0	0
bcCTBW	0	0
bcCTFP	1	0
bcCTHO	0	0
bcCTJQ	0	0
bcCTMF	0	0
bcCTSJ	0	0
bcCUEH	0	0
bcCUIC	0	0
bcCUME	1	0
bcCUPQ	0	0
bcCUQG	1	0
bcCUSO	0	0
bcCUTE	0	0
bcCUUD	24	0
bcCUVY	0	0
bcCVAH	0	0
bcCVCN	0	0
bcCVGN	2	0
bcCVHW	46	0
bcCVKB	0	0
bcCVLD	7	0
bcCVNM	1	0
bcCVSF	0	0
bcCVVX	0	0
bcCVWO	0	0
bcCWAT	3	0
bcCWCU	24	0
bcCWFJ	20	0
bcCWIS	0	0
bcCWIY	0	0
bcCWJL	0	0
bcCWLK	0	0
bcCWLL	0	0
bcCWRD	0	0
bcCWUE	36	0
bcCWUI	0	0
bcCWUV	0	0
bcCWZV	0	0
bcCXBK	1	0
bcCXIU	1	0
bcCXLJ	0	0
bcCXNK	0	0
bcCXOI	16	0
bcCXOZ	0	0
bcCXUV	0	0
bcCXVJ	0	0
bcCXVV	0	0
bcCYBA	0	0
bcCYBE	0	0
bcCYEH	0	0
bcCYLE	0	0
bcCYMC	17	0
bcCYMJ	1	0
bcCYQK	0	0
bcCYRZ	1	0
bcCYSM	1	0
bcCYVB	0	0
bcCYVR	0	0
bcCYYA	0	0
bcCYZW	0	0
bcCZAU	0	0
bcCZQY	25	0
bcCZRT	0	0
bcCZVO	1	0
bcCZYC	31	0
bcCZYP	0	0
bcDACC	15	0
bcDACJ	0	0
bcDAEX	0	0
bcDAGW	0	0
bcDAKL	0	0
bcDAPN	6	0
bcDBFC	0	0
bcDBFM	0	0
bcDBJV	1	0
bcDBOY	41	0
bcDBQJ	22	0
bcDBRF	1	0
bcDBSY	34	0
bcDBTG	0	0
bcDBZV	0	0
bcDCAW	17	0
bcDCCP	0	0
bcDCDM	16	0
bcDCGZ	0	0
bcDCOS	0	0
bcDCRI	24	0
bcDCSJ	0	0
bcDCTN	0	0
bcDDDE	33	0
bcDDGI	0	0
bcDDHD	20	0
bcDDHE	20	0
bcDDNQ	58	0
bcDDQM	0	0
bcDDSB	1	0
bcDDTY	0	0
bcDDWA	1	0
bcDDXU	0	0
bcDEBA	0	0
bcDEDO	0	0
bcDEDP	4	0
bcDENC	0	0
bcDEND	1	0
bcDEPM	0	0
bcDEPT	0	0
bcDEQE	0	0
bcDEWG	12	0
bcDEWJ	0	0
bcDFAD	1	0
bcDFAF	0	0
bcDFCN	0	0
bcDFDC	0	0
bcDFDS	5	0
bcDFFF	15	0
bcDFFN	0	0
bcDFKJ	0	0
bcDGEB	19	0
bcDGES	0	0
bcDGVD	19	0
bcDGWR	22	0
bcDGXI	0	0
bcDGYT	10	0
bcDHBP	0	0
bcDHJH	0	0
bcDHLQ	0	0
bcDHNC	0	0
bcDHQY	0	0
bcDHUT	19	0
bcDIBQ	0	0
bcDIFH	2	0
bcDIJN	0	0
bcDIJP	3	0
bcDILB	9	0
bcDIMS	1	0
bcDIRK	0	0
bcDIUE	53	0
bcDIVS	26	0
bcDIYA	0	0
bcDIZE	21	0
bcDJAB	4	0
bcDJDT	0	0
bcDJDY	0	0
bcDJGN	4	0
bcDJHI	1	0
bcDJLB	0	0
bcDJLK	0	0
bcDJNB	0	0
bcDJXG	0	0
bcDKEW	0	0
bcDKIM	2	0
bcDKNP	6	0
bcDKNQ	2	0
bcDKPT	4	0
bcDKTO	0	0
bcDKTS	0	0
bcDKYK	0	0
bcDLBS	24	0
bcDLDR	22	0
bcDLER	0	0
bcDLFK	1	0
bcDLKR	0	0
bcDLLA	0	0
bcDLMX	2	0
bcDLRM	20	0
bcDLSY	19	0
bcDLTS	0	0
bcDLTV	0	0
bcDLXD	16	0
bcDMBD	14	0
bcDMDB	18	0
bcDMJV	0	0
bcDMLS	23	0
bcDMMN	0	0
bcDMOP	0	0
bcDMUR	40	0
bcDNAC	19	0
bcDNAG	36	0
bcDNBD	0	0
bcDNMN	57	0
bcDNOV	0	0
bcDNRS	3	0
bcDNSP	57	0
bcDOHB	28	0
bcDOHN	21	0
bcDOIR	0	0
bcDOIW	2	0
bcDOPB	24	0
bcDOPP	0	0
bcDOPY	0	0
bcDOPZ	0	0
bcDOUR	1	0
bcDOWL	38	0
bcDOWZ	5	0
bcDOZP	1	0
bcDPAF	0	0
bcDPBJ	15	0
bcDPCE	0	0
bcDPDD	0	0
bcDPHB	24	0
bcDPJI	24	0
bcDPLI	1	0
bcDPMV	0	0
bcDPTF	0	0
bcDPTJ	0	0
bcDPTM	0	0
bcDPTP	38	0
bcDQAO	20	0
bcDQIB	30	0
bcDQLG	9	0
bcDQUG	0	0
bcDQWT	0	0
bcDQYV	20	0
bcDRBQ	0	0
bcDRGY	19	0
bcDRHZ	0	0
bcDRMD	2	0
bcDRMV	17	0
bcDRPO	0	0
bcDRRM	0	0
bcDRYT	0	0
bcDSAD	0	0
bcDSDE	1	0
bcDSGH	0	0
bcDSIV	22	0
bcDSMN	0	0
bcDSPM	0	0
bcDSSI	1	0
bcDSZA	0	0
bcDTDO	0	0
bcDTEK	0	0
bcDTEP	7	0
bcDTES	0	0
bcDTLO	0	0
bcDTNK	0	0
bcDTRE	0	0
bcDTRH	0	0
bcDTYZ	1	0
bcDTZQ	0	0
bcDUDO	0	0
bcDUGA	23	0
bcDUGR	0	0
bcDUKP	0	0
bcDUWD	0	0
bcDUWF	1	0
bcDUWM	0	0
bcDUWP	1	0
bcDUXS	0	0
bcDUYA	1	0
bcDVBN	23	0
bcDVCC	0	0
bcDVDG	37	0
bcDVIM	0	0
bcDVKX	0	0
bcDVQD	0	0
bcDVTH	0	0
bcDVVB	9	0
bcDVWB	0	0
bcDWAA	0	0
bcDWCB	0	0
bcDWFQ	0	0
bcDWHJ	6	0
bcDWHM	0	0
bcDWHX	2	0
bcDWJT	0	0
bcDWKO	0	0
bcDWLC	31	0
bcDWUN	14	0
bcDWWZ	5	0
bcDXCT	14	0
bcDXDF	0	0
bcDXEW	1	0
bcDXFM	0	0
bcDXHQ	0	0
bcDXOZ	26	0
bcDXQO	0	0
bcDXUN	34	0
bcDXVQ	0	0
bcDYBJ	0	0
bcDYCQ	0	0
bcDYDE	6	0
bcDYDL	0	0
bcDYVW	1	0
bcDYWU	0	0
bcDZAE	0	0
bcDZBF	0	0
bcDZDO	0	0
bcDZHW	7	0
bcDZHX	0	0
bcDZIY	43	0
bcDZLW	0	0
bcDZPR	28	0
bcDZQG	0	0
bcDZSZ	8	0
bcDZTZ	0	0
bcDZZJ	0	0
bcEADH	25	0
bcEANR	0	0
bcEANS	0	0
bcEAOZ	0	0
bcEAPO	0	0
bcEAPS	21	0
bcEAQH	1	0
bcEATW	0	0
bcEAYO	5	0
bcEAZA	27	0
bcEAZV	0	0
bcEBAB	7	0
bcEBAI	0	0
bcEBFD	0	0
bcEBFQ	0	0
bcEBGY	0	0
bcEBHY	1	0
bcEBIK	0	0
bcEBPZ	0	0
bcEBRT	9	0
bcEBSZ	0	0
bcEBWX	7	0
bcEBXA	0	0
bcEBYQ	15	0
bcECET	0	0
bcECFJ	4	0
bcECXD	0	0
bcEDAH	0	0
bcEDHI	0	0
bcEDQP	28	0
bcEDRX	0	0
bcEDUC	0	0
bcEDXW	15	0
bcEDYW	0	0
bcEEAK	0	0
bcEEDV	0	0
bcEELK	0	0
bcEENO	0	0
bcEEOU	0	0
bcEEVT	0	0
bcEEXM	2	0
bcEEXU	33	0
bcEFFF	13	0
bcEFGP	0	0
bcEFHB	0	0
bcEFKV	0	0
bcEFNS	1	0
bcEFQA	10	0
bcEFYL	0	0
bcEGCQ	0	0
bcEGGQ	0	0
bcEGHL	0	0
bcEGMF	10	0
bcEGUD	0	0
bcEGUG	41	0
bcEGWG	2	0
bcEGYU	0	0
bcEHJJ	0	0
bcEHQH	0	0
bcEHQW	0	0
bcEHRQ	0	0
bcEHVK	14	0
bcEHYH	12	0
bcEIAS	5	0
bcEICE	0	0
bcEIIX	0	0
bcEILN	9	0
bcEING	0	0
bcEIOZ	1	0
bcEIPT	0	0
bcEIYG	11	0
bcEJFA	6	0
bcEJHS	6	0
bcEJNP	0	0
bcEJPF	1	0
bcEJQN	19	0
bcEJQU	0	0
bcEJRH	6	0
bcEJRR	0	0
bcEJVP	0	0
bcEJWU	0	0
bcEKNC	0	0
bcEKSF	0	0
bcEKUE	0	0
bcEKWO	29	0
bcEKXV	0	0
bcEKZS	0	0
bcELBH	5	0
bcELCA	8	0
bcELGC	0	0
bcELIU	0	0
bcELMS	0	0
bcELOZ	0	0
bcELPB	0	0
bcELTT	5	0
bcEMEF	39	0
bcEMEL	0	0
bcEMHK	0	0
bcEMKB	0	0
bcEMKT	0	0
bcEMLZ	2	0
bcEMOE	1	0
bcEMRZ	0	0
bcENAY	0	0
bcENBY	0	0
bcENEG	0	0
bcENFD	0	0
bcENGC	0	0
bcENHP	1	0
bcENJE	52	0
bcENPN	0	0
bcENPO	0	0
bcENSO	0	0
bcENUL	0	0
bcEOBN	0	0
bcEOCT	0	0
bcEOEB	44	0
bcEOMO	29	0
bcEOOT	20	0
bcEORP	0	0
bcEOTJ	0	0
bcEOUS	0	0
bcEOWP	1	0
bcEOWW	35	0
bcEPCB	0	0
bcEPFN	59	0
bcEPGC	2	0
bcEPHO	0	0
bcEPOC	15	0
bcEPOD	159	0
bcEPRK	40	0
bcEPSW	0	0
bcEPXF	0	0
bcEQEM	0	0
bcEQIW	1	0
bcEQMX	0	0
bcEQPN	17	0
bcEQTO	14	0
bcEQYU	0	0
bcERBI	5	0
bcEREM	23	0
bcERFP	0	0
bcERGB	0	0
bcERHG	0	0
bcERII	0	0
bcERNV	1	0
bcEROW	0	0
bcERPF	0	0
bcERQM	0	0
bcERQS	0	0
bcERTH	0	0
bcERTJ	17	0
bcERWG	29	0
bcERZD	0	0
bcESAD	1	0
bcESBR	11	0
bcESHL	0	0
bcESKO	61	0
bcESNB	0	0
bcESOA	24	0
bcESOM	3	0
bcESPB	1	0
bcESTJ	0	0
bcESTQ	0	0
bcESUT	17	0
bcETAJ	0	0
bcETAO	0	0
bcETEF	0	0
bcETPX	0	0
bcETRY	0	0
bcETUK	17	0
bcETWG	14	0
bcETYJ	17	0
bcETYY	0	0
bcEULB	0	0
bcEUMB	1	0
bcEUNC	0	0
bcEUNO	0	0
bcEUUT	3	0
bcEUZW	0	0
bcEVAN	0	0
bcEVAW	1	0
bcEVFZ	1	0
bcEVHS	1	0
bcEVIQ	0	0
bcEVKG	0	0
bcEVMD	0	0
bcEVMQ	0	0
bcEVNB	32	0
bcEVOJ	0	0
bcEVTO	0	0
bcEWAA	4	0
bcEWFI	0	0
bcEWKK	12	0
bcEWMP	0	0
bcEWYC	0	0
bcEWYS	55	0
bcEXID	0	0
bcEXLB	1	0
bcEXNC	34	0
bcEXRH	0	0
bcEXRP	0	0
bcEXRZ	0	0
bcEXTW	1	0
bcEXVS	0	0
bcEXVU	20	0
bcEYAX	6	0
bcEYEG	0	0
bcEYKI	0	0
bcEYNH	0	0
bcEYOV	0	0
bcEYQD	0	0
bcEYRP	0	0
bcEYSS	0	0
bcEYUF	12	0
bcEYXG	0	0
bcEYYH	7	0
bcEYZH	3	0
bcEZAC	30	0
bcEZEE	0	0
bcEZHM	0	0
bcEZID	0	0
bcEZLZ	0	0
bcEZNT	27	0
bcEZNZ	0	0
bcEZQG	21	0
bcEZTY	0	0
bcEZVM	0	0
bcFAAH	1	0
bcFABF	1	0
bcFAEQ	0	0
bcFAJN	21	0
bcFAKS	41	0
bcFANS	0	0
bcFAPS	0	0
bcFAPX	0	0
bcFARO	0	0
bcFATY	0	0
bcFAVE	0	0
bcFAVI	0	0
bcFBAG	0	0
bcFBAM	17	0
bcFBAN	1	0
bcFBAV	0	0
bcFBCZ	0	0
bcFBGH	0	0
bcFBJF	0	0
bcFBJG	0	0
bcFBNW	0	0
bcFBQP	0	0
bcFBRF	0	0
bcFBTR	2	0
bcFBWO	13	0
bcFBYD	3	0
bcFCAP	0	0
bcFCDO	27	0
bcFCFW	0	0
bcFCLJ	0	0
bcFCNI	0	0
bcFCOG	0	0
bcFCPK	16	0
bcFCSV	0	0
bcFCTT	1	0
bcFCVP	0	0
bcFDIJ	0	0
bcFDKM	0	0
bcFDMM	0	0
