cellBC	JAK1wtTXcnt	JAK1mutTXcnt
bcAKVE	0	0
bcAKVI	1	0
bcAKXV	0	0
bcALBB	0	1
bcALFO	0	0
bcALHF	20	0
bcALHG	0	0
bcALIS	0	0
bcALLS	0	0
bcALOI	0	0
bcALPY	0	0
bcALTO	0	0
bcALVC	2	0
bcALVO	0	1
bcALXI	15	14
bcALYU	0	1
bcALZC	0	0
bcAMAK	0	0
bcAMCM	0	0
bcAMCO	0	0
bcAMDJ	0	0
bcAMDK	0	0
bcAMEK	0	1
bcAMEP	0	32
bcAMGX	0	0
bcAMHI	0	0
bcAMHP	0	0
bcAMKX	0	0
bcAMNB	0	0
bcAMNE	0	0
bcAMNL	43	0
bcAMNM	0	0
bcAMNN	1	0
bcAMNO	2	0
bcAMPB	1	0
bcAMPK	0	0
bcAMRG	0	0
bcAMTE	1	0
bcAMYE	0	0
bcANAS	0	0
bcANCI	44	0
bcANDT	0	0
bcANEB	1	0
bcANFE	0	0
bcANFT	0	0
bcANID	0	43
bcANIJ	0	0
bcANJU	0	6
bcANKR	0	0
bcANNJ	0	0
bcANNK	3	0
bcANQH	0	0
bcANQS	0	0
bcANQX	0	0
bcANRR	3	0
bcANSQ	20	0
bcANTN	0	0
bcANUZ	0	0
bcANVR	0	0
bcANZC	0	0
bcAOAT	70	0
bcAOFJ	0	0
bcAOFM	1	0
bcAOLL	0	0
bcAOLM	0	0
bcAOLS	0	0
bcAOME	0	36
bcAOPP	48	140
bcAOPQ	0	25
bcAOUJ	0	10
bcAOUQ	2	0
bcAOVW	0	1
bcAOYG	13	13
bcAOYQ	0	0
bcAPBB	44	1
bcAPBR	16	97
bcAPDP	0	1
bcAPEV	0	0
bcAPGI	0	0
bcAPGX	0	0
bcAPPC	0	0
bcAPRS	0	0
bcAPWQ	35	0
bcAPYD	0	0
bcAPYQ	0	0
bcAQGM	0	0
bcAQIV	0	0
bcAQKN	0	13
bcAQNB	0	0
bcAQQH	0	0
bcAQRN	1	0
bcAQWY	0	0
bcAQXV	33	0
bcARDO	0	0
bcARHI	0	0
bcARJZ	0	0
bcARKO	0	0
bcARMI	0	0
bcARQI	0	0
bcARSK	0	0
bcARVQ	0	0
bcARWM	0	0
bcARZL	0	0
bcASBF	34	0
bcASCE	0	0
bcASCQ	0	1
bcASDE	0	0
bcASEM	0	0
bcASFF	0	0
bcASIY	1	0
bcASKB	0	0
bcASKW	1	0
bcASLF	2	0
bcASLU	0	5
bcASOZ	1	0
bcASQY	0	0
bcASRT	0	0
bcASTR	0	0
bcATBP	17	0
bcATCU	0	0
bcATGJ	0	0
bcATIH	0	1
bcATJT	0	0
bcATKG	0	0
bcATLM	0	0
bcATSM	1	9
bcATVG	0	0
bcATXI	8	0
bcATXK	0	1
bcATXY	0	0
bcATZB	0	0
bcATZD	0	0
bcAUBA	0	0
bcAUCC	0	0
bcAUDH	0	0
bcAUFN	0	0
bcAUFP	1	1
bcAUJM	0	0
bcAULH	0	0
bcAULT	0	0
bcAUNC	0	0
bcAUPP	0	0
bcAURD	0	0
bcAUTS	1	0
bcAUVT	0	0
bcAUXD	0	0
bcAUYG	0	0
bcAUYI	0	0
bcAVBC	0	0
bcAVBI	0	0
bcAVFP	19	0
bcAVFU	0	1
bcAVJZ	1	0
bcAVLI	1	0
bcAVNG	0	0
bcAVNH	18	0
bcAVPQ	0	0
bcAVQJ	0	1
bcAVQW	0	1
bcAVQX	0	0
bcAVVB	0	0
bcAVVM	0	0
bcAVXF	0	0
bcAWDA	3	0
bcAWFZ	0	0
bcAWIG	123	0
bcAWJY	0	0
bcAWMJ	0	0
bcAWNT	0	0
bcAWQK	37	0
bcAWTL	0	0
bcAWUX	3	0
bcAWYI	0	0
bcAWZT	0	0
bcAXEQ	0	0
bcAXHR	0	1
bcAXHT	1	20
bcAXID	0	0
bcAXJJ	0	0
bcAXJT	0	0
bcAXOU	0	0
bcAXRC	0	0
bcAXRX	1	1
bcAXTJ	0	0
bcAXWG	0	0
bcAXWI	0	0
bcAXWP	0	0
bcAXWX	8	3
bcAXXM	0	0
bcAXXS	0	0
bcAXYL	0	0
bcAXZH	0	0
bcAXZZ	0	0
bcAYAY	0	0
bcAYBQ	0	0
bcAYDY	0	0
bcAYIT	0	0
bcAYLF	0	1
bcAYMA	1	0
bcAYNE	0	40
bcAYTC	0	0
bcAYTK	0	0
bcAYUI	1	2
bcAYUS	0	0
bcAYWA	0	0
bcAYWJ	1	0
bcAYYS	3	0
bcAYZG	0	0
bcAZAL	0	0
bcAZBS	0	0
bcAZDE	1	0
bcAZDX	0	0
bcAZFE	0	0
bcAZGC	0	0
bcAZGZ	0	0
bcAZJD	3	0
bcAZLN	22	13
bcAZNA	1	40
bcAZOF	0	0
bcAZOT	0	0
bcAZPR	0	1
bcAZUB	1	0
bcAZUM	0	0
bcAZZX	0	0
bcBAAN	0	0
bcBADF	5	0
bcBAFC	4	0
bcBAGT	0	0
bcBAJC	0	0
bcBAJL	0	0
bcBAKK	1	0
bcBAKS	0	0
bcBANM	0	0
bcBASF	0	0
bcBAWJ	0	0
bcBAWU	0	0
bcBAXT	0	0
bcBBBK	0	0
bcBBBM	0	0
bcBBEW	0	0
bcBBEX	0	0
bcBBGS	0	0
bcBBHR	0	0
bcBBLF	0	0
bcBBMP	0	0
bcBBMZ	0	0
bcBBNE	0	0
bcBBNN	0	0
bcBBOY	0	0
bcBBQV	0	0
bcBBSI	0	0
bcBBSJ	12	0
bcBBTD	0	0
bcBBTI	0	0
bcBBVS	34	0
bcBBVU	1	0
bcBBWL	0	0
bcBBWN	0	0
bcBCFF	1	0
bcBCFP	0	12
bcBCKT	0	0
bcBCKY	0	0
bcBCLC	0	0
bcBCMI	0	0
bcBCUI	0	0
bcBCWS	0	0
bcBCZA	0	0
bcBCZL	0	1
bcBDDP	0	0
bcBDFP	0	0
bcBDHW	0	0
bcBDKF	0	0
bcBDNX	0	0
bcBDOA	0	0
bcBDXN	107	0
bcBDXW	0	0
bcBDYF	1	0
bcBDZP	7	1
bcBEBN	0	1
bcBEDG	0	1
bcBEDJ	1	0
bcBEDK	0	0
bcBEDR	0	0
bcBEEU	1	1
bcBEEX	0	0
bcBEHL	1	0
bcBEHO	1	0
bcBEIU	1	0
bcBEMX	0	0
bcBENK	0	0
bcBEOH	0	0
bcBEQJ	61	2
bcBEQY	0	0
bcBERC	1	0
bcBERD	10	0
bcBESC	0	0
bcBEWK	0	0
bcBEXM	0	0
bcBEXU	0	0
bcBFDR	0	0
bcBFFY	0	0
bcBFGU	0	0
bcBFJZ	0	0
bcBFKF	0	3
bcBFLL	0	0
bcBFNJ	1	0
bcBFPY	0	0
bcBFQS	0	0
bcBFSC	0	0
bcBFVI	2	0
bcBFYX	0	1
bcBGCS	0	0
bcBGEO	0	0
bcBGEX	96	1
bcBGFK	1	0
bcBGFL	0	0
bcBGHE	0	0
bcBGJF	0	0
bcBGLB	0	0
bcBGMO	18	0
bcBGND	0	0
bcBGOJ	0	0
bcBGPF	0	0
bcBGPL	0	0
bcBGQA	45	0
bcBGWQ	0	0
bcBGYT	0	1
bcBGYU	25	0
bcBGYX	1	0
bcBGZF	1	0
bcBGZG	0	1
bcBHAJ	166	0
bcBHCV	0	0
bcBHCZ	0	0
bcBHEU	0	0
bcBHGQ	0	1
bcBHGV	0	0
bcBHKO	0	0
bcBHMV	0	0
bcBHMX	0	17
bcBHOD	33	0
bcBHOP	0	0
bcBHQG	0	0
bcBHRC	0	1
bcBHRS	0	10
bcBHSU	0	0
bcBHVM	0	0
bcBHVX	0	0
bcBIIH	0	0
bcBIII	0	31
bcBIKL	0	0
bcBILP	0	0
bcBINO	0	0
bcBIPA	0	0
bcBIRA	0	1
bcBIRN	0	0
bcBITB	1	0
bcBIVV	0	0
bcBIVW	0	0
bcBIWI	0	0
bcBIWX	0	0
bcBIXD	0	0
bcBIZN	0	0
bcBJAL	1	0
bcBJBB	1	1
bcBJED	1	0
bcBJFZ	0	0
bcBJGO	0	0
bcBJGV	0	0
bcBJMA	0	0
bcBJNF	29	0
bcBJUO	0	45
bcBJUU	107	4
bcBJVC	0	0
bcBJWD	19	0
bcBJWU	0	0
bcBJYV	0	2
bcBKAK	0	0
bcBKBO	0	0
bcBKCG	0	0
bcBKDC	0	0
bcBKGU	1	0
bcBKJJ	0	1
bcBKKC	0	0
bcBKSA	0	0
bcBKSC	0	0
bcBKXX	0	0
bcBKYQ	0	0
bcBLAR	2	0
bcBLEH	0	0
bcBLFV	0	0
bcBLND	0	0
bcBLNJ	0	0
bcBLNL	0	0
bcBLQK	0	22
bcBLSB	1	0
bcBLVV	0	0
bcBLWB	0	0
bcBMCA	0	0
bcBMCE	0	0
bcBMCQ	0	1
bcBMHO	9	35
bcBMKR	0	0
bcBMMX	0	0
bcBMOA	0	0
bcBMQC	0	0
bcBMUW	0	0
bcBMVA	1	0
bcBMWY	0	2
bcBMXL	0	0
bcBMYW	4	0
bcBNCJ	2	2
bcBNDN	1	0
bcBNFA	1	0
bcBNFD	55	0
bcBNFY	0	0
bcBNGY	0	0
bcBNJG	0	0
bcBNJZ	0	0
bcBNKU	0	0
bcBNLI	0	0
bcBNLK	0	0
bcBNOG	2	0
bcBNSH	29	0
bcBNUV	0	0
bcBNVS	0	0
bcBNZJ	0	0
bcBOAC	0	0
bcBODP	0	0
bcBOEB	0	0
bcBOGJ	0	0
bcBOGZ	0	0
bcBOIT	0	0
bcBOJE	0	0
bcBOJF	0	0
bcBOJL	0	0
bcBOJM	0	0
bcBOKQ	4	0
bcBONO	0	0
bcBONQ	27	0
bcBOOJ	35	1
bcBORP	48	0
bcBOTC	0	0
bcBOUJ	0	0
bcBOVL	0	0
bcBOVO	0	0
bcBOXA	0	0
bcBPCB	45	0
bcBPDU	42	0
bcBPGM	0	0
bcBPJB	1	0
bcBPJF	29	0
bcBPJX	0	0
bcBPMH	0	0
bcBPNH	0	0
bcBPQM	1	18
bcBPQR	60	0
bcBPSK	1	0
bcBPWW	0	1
bcBPZC	0	0
bcBQBR	0	0
bcBQJB	0	0
bcBQQL	0	0
bcBRDA	0	1
bcBRFG	1	0
bcBRGC	34	1
bcBRGX	0	0
bcBRJW	0	0
bcBRNQ	1	0
bcBRQM	0	19
bcBRRM	0	0
bcBRTI	0	0
bcBRUZ	0	0
bcBRVJ	0	0
bcBRVL	0	0
bcBRVY	0	0
bcBSDX	0	0
bcBSET	1	0
bcBSFO	0	0
bcBSHO	35	0
bcBSID	0	0
bcBSJI	0	0
bcBSKV	0	0
bcBSLY	0	0
bcBSMO	0	0
bcBSNS	0	12
bcBSPR	0	0
bcBSUI	0	0
bcBSWT	0	33
bcBSXK	0	0
bcBSXW	1	0
bcBSYR	4	0
bcBTCP	0	3
bcBTDN	1	0
bcBTFC	0	0
bcBTFG	36	0
bcBTKZ	0	19
bcBTLM	0	0
bcBTPM	0	0
bcBTRO	7	0
bcBTTN	0	0
bcBTUB	5	0
bcBTUP	0	0
bcBTVE	0	0
bcBTWW	0	0
bcBTXX	8	0
bcBTYM	0	0
bcBUAR	0	0
bcBUAX	0	0
bcBUAY	0	0
bcBUCL	38	0
bcBUFO	21	0
bcBUGF	0	0
bcBUHJ	0	0
bcBUJI	1	0
bcBUMF	49	0
bcBUOO	0	0
bcBUPF	0	1
bcBUQZ	0	36
bcBUTM	0	0
bcBUTR	30	93
bcBUTX	4	4
bcBUVM	0	0
bcBUVO	8	55
bcBUZK	0	0
bcBVLR	0	0
bcBVMY	1	0
bcBVNO	0	0
bcBVPX	0	0
bcBVST	0	0
bcBVVD	0	0
bcBVVX	0	0
bcBWEB	0	0
bcBWEF	1	0
bcBWGZ	0	0
bcBWHK	0	0
bcBWHW	0	0
bcBWIM	0	0
bcBWLB	0	0
bcBWLW	0	0
bcBWMJ	0	0
bcBWMU	0	0
bcBWOL	1	0
bcBWPG	0	73
bcBWPM	0	1
bcBWSD	0	0
bcBWTL	0	1
bcBWUC	0	1
bcBWYA	0	1
bcBXBU	0	0
bcBXEC	0	0
bcBXEI	0	0
bcBXEO	1	0
bcBXFJ	0	0
bcBXJU	0	0
bcBXKV	0	0
bcBXKY	0	0
bcBXLT	10	0
bcBXOH	8	0
bcBXQI	0	0
bcBXUY	4	0
bcBXWQ	0	0
bcBXYY	91	30
bcBYEF	0	0
bcBYEN	0	6
bcBYGC	0	0
bcBYJN	2	0
bcBYKN	0	0
bcBYNI	0	0
bcBYNS	0	0
bcBYOP	0	0
bcBYPD	0	0
bcBYQP	0	0
bcBYVN	0	16
bcBYYH	2	0
bcBZCL	0	0
bcBZCV	0	0
bcBZDW	0	1
bcBZEB	0	0
bcBZJN	0	0
bcBZPN	0	0
bcBZQU	0	0
bcBZSD	0	0
bcBZSQ	1	1
bcBZSV	0	0
bcBZSW	0	0
bcBZUV	0	0
bcBZUX	0	0
bcBZXK	0	0
bcCAEG	0	0
bcCAFL	0	0
bcCAHA	3	0
bcCAHL	0	0
bcCAIJ	0	0
bcCAIP	0	0
bcCAIY	0	0
bcCALS	36	2
bcCAMW	0	28
bcCANA	0	0
bcCANU	0	0
bcCAUG	0	0
bcCAUK	0	0
bcCAXR	0	0
bcCAYR	0	0
bcCBEI	0	0
bcCBJL	0	0
bcCBJU	0	0
bcCBKR	0	0
bcCBOD	0	0
bcCBQO	2	0
bcCBSJ	0	39
bcCBUV	0	1
bcCBYD	0	0
bcCBZS	98	0
bcCCBS	0	33
bcCCCM	0	0
bcCCDO	0	0
bcCCDQ	0	0
bcCCLJ	0	0
bcCCMH	0	0
bcCCNZ	24	0
bcCCOD	0	0
bcCCRW	0	0
bcCCST	0	0
bcCCVQ	22	0
bcCCWU	59	0
bcCCZR	0	0
bcCDAO	22	0
bcCDHC	0	0
bcCDHE	0	0
bcCDHX	0	0
bcCDIW	0	0
bcCDJG	1	1
bcCDKK	11	0
bcCDLC	0	0
bcCDRW	0	0
bcCDSA	2	0
bcCDYQ	0	0
bcCDZV	0	0
bcCEEW	2	0
bcCEGH	0	0
bcCELN	2	1
bcCEOH	0	0
bcCEOT	88	0
bcCESF	1	1
bcCESX	0	0
bcCETW	0	0
bcCEWQ	15	0
bcCEYK	0	0
bcCEZD	0	0
bcCFCA	0	0
bcCFFN	0	0
bcCFIZ	79	0
bcCFKH	0	0
bcCFLV	0	0
bcCFMK	0	39
bcCFOF	9	0
bcCFOI	0	0
bcCFRT	0	0
bcCFUQ	0	0
bcCFXT	1	0
bcCFZR	0	4
bcCGBU	0	0
bcCGDH	60	0
bcCGFJ	1	29
bcCGGI	0	0
bcCGGM	0	33
bcCGIG	43	0
bcCGKR	0	0
bcCGLR	1	0
bcCGMA	0	0
bcCGNM	91	0
bcCGNP	1	0
bcCGPJ	0	0
bcCGRC	1	0
bcCGRF	0	0
bcCGTC	0	0
bcCGUK	1	0
bcCGVS	53	44
bcCGZM	3	0
bcCGZP	0	0
bcCHCH	0	0
bcCHCK	0	0
bcCHFN	0	0
bcCHGR	0	0
bcCHHB	0	0
bcCHIG	0	0
bcCHUG	0	0
bcCHUJ	0	0
bcCHVS	0	0
bcCHZN	0	0
bcCIEY	1	0
bcCIFZ	2	1
bcCIGD	0	0
bcCIGK	0	0
bcCIGP	39	27
bcCIJL	0	8
bcCILW	0	0
bcCINY	9	0
bcCIRZ	0	2
bcCISO	2	1
bcCIVS	0	22
bcCIWZ	0	0
bcCIXH	0	2
bcCIZQ	17	76
bcCJAB	0	0
bcCJCZ	61	0
bcCJTC	0	45
bcCJVF	67	0
bcCJXV	0	0
bcCJYC	1	0
bcCJZM	2	24
bcCKBR	0	52
bcCKBT	0	60
bcCKEQ	0	0
bcCKEY	14	0
bcCKFA	0	0
bcCKLK	0	0
bcCKQE	0	0
bcCKSF	0	0
bcCKVN	0	0
bcCLBN	0	0
bcCLEC	0	0
bcCLFC	40	69
bcCLFT	0	0
bcCLFV	30	34
bcCLGR	0	0
bcCLHE	0	0
bcCLHL	0	43
bcCLMV	0	0
bcCLMW	43	0
bcCLOF	0	2
bcCLOY	0	0
bcCLRN	0	0
bcCLST	0	1
bcCLTX	0	0
bcCLVE	0	0
bcCLWT	12	0
bcCLZW	0	0
bcCMAP	0	0
bcCMAY	26	0
bcCMDE	0	0
bcCMFN	0	0
bcCMFO	2	1
bcCMFQ	1	0
bcCMGB	1	9
bcCMHV	1	0
bcCMHY	0	0
bcCMLF	0	0
bcCMNA	24	0
bcCMOJ	0	0
bcCMOZ	0	0
bcCMSH	32	33
bcCMSZ	31	0
bcCMTW	1	0
bcCMVS	0	0
bcCMXY	0	0
bcCMYK	0	0
bcCMZY	0	0
bcCNBU	1	0
bcCNCJ	2	0
bcCNIS	0	0
bcCNJB	0	0
bcCNJC	0	0
bcCNJV	0	0
bcCNLC	19	2
bcCNLD	0	0
bcCNLZ	0	0
bcCNNK	0	0
bcCNQD	1	0
bcCNXH	5	0
bcCNXS	1	0
bcCNXV	0	0
bcCNYJ	0	27
bcCOBF	0	0
bcCOCL	0	0
bcCODT	0	0
bcCOIO	0	0
bcCOJF	0	0
bcCOMH	0	0
bcCOOL	1	0
bcCOQA	0	0
bcCOSI	0	0
bcCOTC	0	0
bcCOWE	0	0
bcCOWQ	0	0
bcCOYE	0	1
bcCOYL	0	0
bcCPBC	0	0
bcCPDE	0	0
bcCPMD	0	0
bcCQDF	0	0
bcCQED	0	0
bcCQEP	0	0
bcCQEV	0	0
bcCQEX	1	0
bcCQJC	53	0
bcCQLL	0	1
bcCQMO	2	34
bcCQNQ	0	0
bcCQOC	0	0
bcCQOI	0	0
bcCQPX	0	57
bcCQWZ	0	0
bcCQYH	0	0
bcCRAF	0	52
bcCRDR	0	0
bcCRIM	1	43
bcCRJO	0	0
bcCRLF	47	0
bcCRNI	1	9
bcCROM	45	27
bcCRPW	1	0
bcCRTA	0	0
bcCRWT	0	0
bcCRWX	0	0
bcCRXO	0	68
bcCRYI	1	0
bcCSHK	0	0
bcCSKE	0	0
bcCSLR	0	0
bcCSMJ	0	0
bcCSNC	0	0
bcCSOY	43	0
bcCSRU	0	0
bcCSXB	0	0
bcCSXM	1	1
bcCTCC	0	0
bcCTFD	0	0
bcCTHA	0	0
bcCTIE	0	0
bcCTPA	24	1
bcCTPK	0	0
bcCTQV	0	0
bcCTUA	0	0
bcCTUU	0	0
bcCTVE	0	0
bcCTYH	0	0
bcCTYU	0	1
bcCTZN	0	1
bcCUAK	0	0
bcCUBJ	17	46
bcCUEI	1	1
bcCUEK	38	0
bcCUKJ	2	0
bcCULF	13	0
bcCUMA	0	0
bcCUOF	25	0
bcCUSY	0	0
bcCUUI	0	1
bcCUUM	1	62
bcCUVN	0	0
bcCVGN	2	0
bcCVHS	0	0
bcCVHV	0	0
bcCVHZ	0	0
bcCVNI	0	0
bcCVNM	0	0
bcCVNU	0	0
bcCVTJ	0	0
bcCVTX	0	0
bcCVVR	0	0
bcCVWE	33	2
bcCVWP	0	0
bcCVWZ	18	1
bcCWDZ	0	0
bcCWEY	0	0
bcCWKX	0	0
bcCWLK	0	0
bcCWOH	0	2
bcCWPT	0	0
bcCWQZ	0	0
bcCWUD	0	0
bcCWUI	0	65
bcCWYS	45	94
bcCWZV	0	1
bcCXBP	0	0
bcCXEL	0	0
bcCXGS	0	0
bcCXIF	2	0
bcCXNI	6	0
bcCXNU	6	0
bcCXOA	0	0
bcCXOF	0	0
bcCXOY	33	0
bcCXPA	29	2
bcCXQN	0	49
bcCXTC	82	0
bcCXTF	4	0
bcCXUO	1	0
bcCXVZ	0	0
bcCXYT	0	0
bcCXZW	0	0
bcCYAV	1	0
bcCYDB	0	1
bcCYFE	0	0
bcCYGR	1	0
bcCYGZ	0	0
bcCYOR	4	0
bcCYQA	0	0
bcCYSM	0	0
bcCYUD	27	21
bcCZHG	0	0
bcCZPB	0	0
bcCZVJ	4	0
bcCZVN	8	0
bcCZVW	70	0
bcDAAV	1	0
bcDABG	4	0
bcDABQ	0	1
bcDABY	141	0
bcDACK	0	41
bcDADO	2	0
bcDAER	0	0
bcDAFD	0	0
bcDAIE	2	1
bcDAMC	0	0
bcDAPN	1	0
bcDAPY	11	0
bcDAQQ	0	0
bcDAUL	0	0
bcDAWW	28	0
bcDAZD	0	0
bcDAZP	0	0
bcDBBD	2	1
bcDBBM	41	0
bcDBEV	0	0
bcDBFE	0	0
bcDBHU	0	0
bcDBKJ	0	0
bcDBNM	0	0
bcDBNT	0	0
bcDBNZ	0	0
bcDBOE	0	0
bcDBOL	0	0
bcDBPJ	0	0
bcDBRL	0	0
bcDBRQ	0	4
bcDBSE	1	0
bcDBZY	8	0
bcDCDR	3	0
bcDCFP	0	0
bcDCFY	0	0
bcDCHB	0	0
bcDCJA	57	0
bcDCUN	1	0
bcDCZT	0	0
bcDDEM	52	0
bcDDFA	0	0
bcDDFE	0	0
bcDDFG	0	0
bcDDLI	0	0
bcDDNC	0	0
bcDDOW	0	0
bcDDUU	1	0
bcDDVG	0	0
bcDDWG	0	0
bcDEAC	70	0
bcDEAX	122	0
bcDEBD	44	0
bcDEDA	0	0
bcDEEJ	0	0
bcDEEL	37	0
bcDEFY	0	0
bcDEFZ	0	0
bcDEJD	0	0
bcDEKC	0	39
bcDELO	0	0
bcDENL	0	0
bcDEPO	0	8
bcDEYY	0	0
bcDFLF	0	0
bcDFLZ	0	0
bcDFNE	0	0
bcDFNR	0	0
bcDFNU	0	0
bcDFPQ	0	0
bcDFTI	0	0
bcDFWC	19	0
bcDFWM	0	0
bcDGBZ	0	0
bcDGCL	1	0
bcDGCW	0	0
bcDGDB	25	0
bcDGFL	11	0
bcDGGU	1	0
bcDGJU	5	0
bcDGLI	0	0
bcDGLR	0	0
bcDGNX	0	1
bcDGQU	1	0
bcDGQX	0	0
bcDGRF	0	0
bcDGSD	0	0
bcDGSQ	0	2
bcDGTA	0	0
bcDGUW	20	0
bcDGVE	0	1
bcDGVG	0	1
bcDGVO	0	0
bcDGWJ	0	1
bcDGWL	0	1
bcDGYR	1	0
bcDGYX	1	0
bcDHAF	0	0
bcDHBX	0	1
bcDHCH	1	0
bcDHDI	0	0
bcDHED	1	31
bcDHEK	0	0
bcDHGG	0	0
bcDHHH	0	0
bcDHIL	0	0
bcDHIZ	0	0
bcDHKV	0	0
bcDHLQ	0	0
bcDHNQ	0	0
bcDHPQ	0	0
bcDHWC	25	38
bcDHYO	0	0
bcDIDJ	0	0
bcDIJN	0	0
bcDIJO	0	0
bcDILU	0	0
bcDIPE	0	0
bcDIPI	0	0
bcDIRO	0	0
bcDIUD	1	0
bcDIVC	0	0
bcDIXG	0	0
bcDIYO	0	0
bcDJBP	0	0
bcDJCF	48	0
bcDJCN	31	0
bcDJCX	0	0
bcDJIB	31	0
bcDJLP	0	0
bcDJLS	0	0
bcDJMS	60	7
bcDJND	3	0
bcDJNT	37	0
bcDJOI	0	0
bcDJPG	0	0
bcDJTW	33	0
bcDJZA	0	0
bcDKAT	0	0
bcDKEK	1	0
bcDKEQ	0	0
bcDKHC	0	0
bcDKJU	22	0
bcDKMS	0	0
bcDKQW	0	0
bcDLCT	34	0
bcDLDK	150	1
bcDLFR	0	0
bcDLGA	0	5
bcDLKZ	0	0
bcDLOK	0	0
bcDLQK	0	0
bcDLRB	0	0
bcDLRP	0	0
bcDLTQ	34	0
bcDMBC	0	0
bcDMDX	0	1
bcDMHD	46	0
bcDMIM	39	0
bcDMLK	0	0
bcDMYN	0	0
bcDMYZ	0	1
bcDNCM	0	0
bcDNDD	0	0
bcDNFB	38	0
bcDNFM	131	0
bcDNHS	0	0
bcDNNO	0	0
bcDNPV	0	0
bcDNTC	14	0
bcDNUU	26	0
bcDNVF	0	0
bcDNVS	0	0
bcDNXD	0	0
bcDOBF	0	0
bcDOBG	0	0
bcDOBO	0	42
bcDOHG	0	0
bcDOKP	1	0
bcDOML	0	0
bcDOPR	0	0
bcDOPZ	0	0
bcDOQV	0	0
bcDORG	0	1
bcDORT	0	0
bcDOUW	0	0
bcDOVA	0	0
bcDOVR	0	0
bcDOXI	0	0
bcDOXL	0	0
bcDOZL	0	0
bcDPAM	0	0
bcDPDK	0	1
bcDPEH	0	0
bcDPGP	31	0
bcDPOK	0	0
bcDPSF	0	0
bcDPTF	0	0
